source,target,type,weight
FGF22,RET,gene-gene,0.39705144
FGF22,TEK,gene-gene,0.33363868
FGF23,CSF1R,gene-gene,0.223465526
FGF23,EGFR,gene-gene,0.28228221
FGF23,EPHA2,gene-gene,0.306598268
FGF23,ERBB2,gene-gene,0.306441388
FGF23,ERBB3,gene-gene,0.2439813756
FGF23,ERBB4,gene-gene,0.2864679719999999
FGF23,FGFR2,gene-gene,0.3535036
FGF23,FGFR3,gene-gene,0.2834802321999999
FGF23,FLT3,gene-gene,0.2424106388
FGF23,FLT4,gene-gene,0.2030367108
FGF23,IGF1R,gene-gene,0.2056659336
FGF23,INSR,gene-gene,0.3099672
FGF23,KDR,gene-gene,0.37836463
FGF23,KIT,gene-gene,0.61314929
FGF23,MET,gene-gene,0.275312646
FGF23,NGFR,gene-gene,0.2753534412
FGF23,NTRK1,gene-gene,0.292010208
FGF23,NTRK2,gene-gene,0.3162691514
FGF23,NTRK3,gene-gene,0.2787040209999999
FGF23,PDGFRB,gene-gene,0.375061302
FGF23,TEK,gene-gene,0.262801878
FGF3,CSF1R,gene-gene,0.28023568
FGF3,EGFR,gene-gene,0.330178308
FGF3,EPHA2,gene-gene,0.52718766
FGF3,ERBB2,gene-gene,0.343433588
FGF3,ERBB3,gene-gene,0.2004089419999999
FGF3,FGFR1,gene-gene,0.256026884
FGF3,FGFR2,gene-gene,0.50172995
FGF3,FGFR3,gene-gene,0.2341080672
FGF3,FGFR4,gene-gene,0.325635304
FGF3,FLT1,gene-gene,0.27867701
FGF3,FLT3,gene-gene,0.31465655
FGF3,FLT4,gene-gene,0.22327862
FGF3,IGF1R,gene-gene,0.285716829
FGF3,INSR,gene-gene,0.2030314482
FGF3,KDR,gene-gene,0.310291628
FGF3,KIT,gene-gene,0.641083506
FGF3,MET,gene-gene,0.2061881536
FGF3,MST1R,gene-gene,0.2624157766
FGF3,NGFR,gene-gene,0.336573714
FGF3,NTRK2,gene-gene,0.351955491
FGF3,NTRK3,gene-gene,0.2460119972
FGF3,PDGFRA,gene-gene,0.30440724
FGF3,PDGFRB,gene-gene,0.461396714
FGF3,RET,gene-gene,0.379279694
FGF3,TEK,gene-gene,0.31870732
FGF4,EGFR,gene-gene,0.406349862
FGF4,EPHA2,gene-gene,0.499399072
FGF4,ERBB4,gene-gene,0.263419508
FGF4,FGFR1,gene-gene,0.270299308
FGF4,FGFR2,gene-gene,0.441217723
FGF4,FGFR3,gene-gene,0.230926788
FGF4,FGFR4,gene-gene,0.22825426
FGF4,FLT3,gene-gene,0.27474602
FGF4,FLT4,gene-gene,0.3583232699999999
FGF4,IGF1R,gene-gene,0.3944185
FGF4,INSR,gene-gene,0.2079301692
FGF4,KDR,gene-gene,0.262495166
FGF4,KIT,gene-gene,0.52090295
FGF4,MET,gene-gene,0.2206971519999999
FGF4,MST1R,gene-gene,0.247345724
FGF4,NGFR,gene-gene,0.2734570428
FGF4,NTRK1,gene-gene,0.290696574
FGF4,NTRK2,gene-gene,0.239185298
FGF4,NTRK3,gene-gene,0.3193736
FGF4,PDGFRA,gene-gene,0.2298746539999999
FGF4,PDGFRB,gene-gene,0.448011094
FGF4,RET,gene-gene,0.238398252
FGF4,TEK,gene-gene,0.30030668
FGF5,CSF1R,gene-gene,0.3252243192
FGF5,EGFR,gene-gene,0.44671512
FGF5,EPHA2,gene-gene,0.545195396
FGF5,ERBB2,gene-gene,0.22056725634
FGF5,ERBB4,gene-gene,0.3517073599999999
FGF5,FGFR1,gene-gene,0.251455292
FGF5,FGFR2,gene-gene,0.623507458
FGF5,FGFR3,gene-gene,0.260331418
FGF5,FGFR4,gene-gene,0.2634897416
FGF5,IGF1R,gene-gene,0.31452575
FGF5,INSR,gene-gene,0.2991564188
FGF5,KDR,gene-gene,0.269701594
FGF5,KIT,gene-gene,0.365090464
FGF5,MET,gene-gene,0.2461004876
FGF5,NGFR,gene-gene,0.276868656
FGF5,NTRK2,gene-gene,0.2317247714
FGF5,NTRK3,gene-gene,0.2999013212
FGF5,PDGFRA,gene-gene,0.203855444
FGF5,PDGFRB,gene-gene,0.45818133
FGF5,RET,gene-gene,0.275385882
FGF5,TEK,gene-gene,0.3080139986
FGF6,CSF1R,gene-gene,0.2553458314
FGF6,EGFR,gene-gene,0.284373252
FGF6,EPHA2,gene-gene,0.547039046
FGF6,ERBB2,gene-gene,0.237377368
FGF6,ERBB3,gene-gene,0.212359308
FGF6,ERBB4,gene-gene,0.360990486
FGF6,FGFR1,gene-gene,0.289191836
FGF6,FGFR2,gene-gene,0.485925426
FGF6,FGFR3,gene-gene,0.216355091
FGF6,FLT1,gene-gene,0.506356716
FGF6,FLT3,gene-gene,0.217809272
FGF6,FLT4,gene-gene,0.273621126
FGF6,INSR,gene-gene,0.352170526
FGF6,KDR,gene-gene,0.36281417
FGF6,KIT,gene-gene,0.5663977960000001
FGF6,MET,gene-gene,0.295418898
FGF6,MST1R,gene-gene,0.278341069
FGF6,NTRK1,gene-gene,0.363464244
FGF6,NTRK2,gene-gene,0.224588194
FGF6,NTRK3,gene-gene,0.225218756
FGF6,PDGFRA,gene-gene,0.29002135
FGF6,PDGFRB,gene-gene,0.350203486
FGF6,RET,gene-gene,0.2737419131999999
FGF6,TEK,gene-gene,0.35303289
FGF7,CSF1R,gene-gene,0.200361124
FGF7,EGFR,gene-gene,0.4264239359999999
FGF7,EPHA2,gene-gene,0.641066846
FGF7,ERBB2,gene-gene,0.264740424
FGF7,ERBB3,gene-gene,0.2593910924
FGF7,ERBB4,gene-gene,0.382147894
FGF7,FGFR1,gene-gene,0.3428308
FGF7,FGFR2,gene-gene,0.577971814
FGF7,FGFR3,gene-gene,0.2047551379999999
FGF7,FGFR4,gene-gene,0.3558225172
FGF7,FLT3,gene-gene,0.2875722539999999
FGF7,FLT4,gene-gene,0.369052616
FGF7,IGF1R,gene-gene,0.3670308999999999
FGF7,INSR,gene-gene,0.276875685
FGF7,KIT,gene-gene,0.3912277899999999
FGF7,NGFR,gene-gene,0.3552971698
FGF7,NTRK1,gene-gene,0.228188474
FGF7,NTRK2,gene-gene,0.318463896
FGF7,NTRK3,gene-gene,0.418866534
FGF7,PDGFRB,gene-gene,0.543361438
FGF7,TEK,gene-gene,0.2805277652
FGF8,CSF1R,gene-gene,0.202221416
FGF8,EGFR,gene-gene,0.334847672
FGF8,EPHA2,gene-gene,0.53827929
FGF8,ERBB2,gene-gene,0.375465762
FGF8,ERBB4,gene-gene,0.3072474879999999
FGF8,FGFR1,gene-gene,0.222304364
FGF8,FGFR2,gene-gene,0.370486654
FGF8,FGFR3,gene-gene,0.2453118034
FGF8,FGFR4,gene-gene,0.34063501
FGF8,FLT1,gene-gene,0.399553518
FGF8,FLT3,gene-gene,0.267995887
FGF8,FLT4,gene-gene,0.3387517439999999
FGF8,IGF1R,gene-gene,0.3775916948
FGF8,INSR,gene-gene,0.3130699019999999
FGF8,KIT,gene-gene,0.545393572
FGF8,MET,gene-gene,0.2322771408
FGF8,MST1R,gene-gene,0.325840692
FGF8,NGFR,gene-gene,0.232876618
FGF8,NTRK1,gene-gene,0.2936387219999999
FGF8,NTRK2,gene-gene,0.2221731619999999
FGF8,NTRK3,gene-gene,0.3322714089999999
FGF8,PDGFRA,gene-gene,0.308057716
FGF8,PDGFRB,gene-gene,0.481630146
FGF8,RET,gene-gene,0.2442879154
FGF8,TEK,gene-gene,0.268974218
FGF9,CSF1R,gene-gene,0.36801541
FGF9,EGFR,gene-gene,0.424848674
FGF9,EPHA2,gene-gene,0.528203908
FGF9,ERBB2,gene-gene,0.265480778
FGF9,ERBB3,gene-gene,0.342513712
FGF9,ERBB4,gene-gene,0.284525084
FGF9,FGFR1,gene-gene,0.2626985692
FGF9,FGFR2,gene-gene,0.5351573220000001
FGF9,FGFR3,gene-gene,0.271486884
FGF9,FGFR4,gene-gene,0.301888786
FGF9,FLT1,gene-gene,0.2036720792
FGF9,FLT3,gene-gene,0.275737448
FGF9,FLT4,gene-gene,0.2182018706
FGF9,IGF1R,gene-gene,0.5105864419999999
FGF9,KDR,gene-gene,0.228867693
FGF9,KIT,gene-gene,0.544013412
FGF9,MET,gene-gene,0.272887844
FGF9,MST1R,gene-gene,0.26583416
FGF9,NTRK1,gene-gene,0.378714198
FGF9,NTRK2,gene-gene,0.372638656
FGF9,NTRK3,gene-gene,0.2765596508
FGF9,PDGFRA,gene-gene,0.2049806644
FGF9,PDGFRB,gene-gene,0.366798092
FGF9,TEK,gene-gene,0.3356474353999999
FGFR1,CRK,gene-gene,0.2261860259999999
FGFR1,CRKL,gene-gene,0.23550108
FGFR1,GRB2,gene-gene,0.335512522
FGFR1,HRAS,gene-gene,0.2693767487999999
FGFR1,IRS1,gene-gene,0.36237404
FGFR1,KRAS,gene-gene,0.3120823359999999
FGFR1,NRAS,gene-gene,0.288128636
FGFR1,PIK3CA,gene-gene,0.320108016
FGFR1,PIK3CB,gene-gene,0.344080496
FGFR1,PIK3CD,gene-gene,0.353147506
FGFR1,PIK3R1,gene-gene,0.424921664
FGFR1,PIK3R2,gene-gene,0.2776824491999999
FGFR1,PIK3R3,gene-gene,0.294073756
FGFR1,PLCB1,gene-gene,0.2704373439999999
FGFR1,PLCB2,gene-gene,0.2670669568
FGFR1,PLCB3,gene-gene,0.30129799
FGFR1,PLCB4,gene-gene,0.2726480839999999
FGFR1,PLCG1,gene-gene,0.308729148
FGFR1,SHC2,gene-gene,0.38228398
FGFR1,SHC3,gene-gene,0.31935121
FGFR2,CRK,gene-gene,0.4648541619999999
FGFR2,CRKL,gene-gene,0.361775636
FGFR2,GRB2,gene-gene,0.383453444
FGFR2,HRAS,gene-gene,0.47237368
FGFR2,IRS1,gene-gene,0.54094921
FGFR2,KRAS,gene-gene,0.70011782
FGFR2,NRAS,gene-gene,0.464938818
FGFR2,PIK3CA,gene-gene,0.82234856
FGFR2,PIK3CB,gene-gene,0.38130513
FGFR2,PIK3CD,gene-gene,0.427574086
FGFR2,PIK3R1,gene-gene,0.373701034
FGFR2,PIK3R2,gene-gene,0.644684158
FGFR2,PIK3R3,gene-gene,0.480012982
FGFR2,PLCB1,gene-gene,0.517513222
FGFR2,PLCB2,gene-gene,0.592514674
FGFR2,PLCB3,gene-gene,0.374319716
FGFR2,PLCB4,gene-gene,0.51303004
FGFR2,PLCG1,gene-gene,0.484765478
FGFR2,PLCG2,gene-gene,0.408071278
FGFR2,SHC1,gene-gene,0.396676922
FGFR2,SHC2,gene-gene,0.4994706219999999
FGFR2,SHC3,gene-gene,0.46497334
FGFR2,SHC4,gene-gene,0.5975422499999999
FGFR3,CRK,gene-gene,0.324205452
FGFR3,GRB2,gene-gene,0.2193930726
FGFR3,HRAS,gene-gene,0.218372198
FGFR3,IRS1,gene-gene,0.404805456
FGFR3,KRAS,gene-gene,0.298477748
FGFR3,NRAS,gene-gene,0.2656303279999999
FGFR3,PIK3CA,gene-gene,0.2382196172
FGFR3,PIK3CB,gene-gene,0.32561058
FGFR3,PIK3CD,gene-gene,0.4141561948
FGFR3,PIK3R1,gene-gene,0.352474712
FGFR3,PIK3R2,gene-gene,0.2044611639999999
FGFR3,PIK3R3,gene-gene,0.347896186
FGFR3,PLCB1,gene-gene,0.317970246
FGFR3,PLCB2,gene-gene,0.2870389915999999
FGFR3,PLCB3,gene-gene,0.31544621
FGFR3,PLCB4,gene-gene,0.270968494
FGFR3,PLCG1,gene-gene,0.318971224
FGFR3,PLCG2,gene-gene,0.221175564
FGFR3,SHC1,gene-gene,0.21287226
FGFR3,SHC2,gene-gene,0.434696628
FGFR3,SHC3,gene-gene,0.285645386
FGFR3,SHC4,gene-gene,0.339900934
FGFR4,CRKL,gene-gene,0.290365318
FGFR4,GRB2,gene-gene,0.293521686
FGFR4,HRAS,gene-gene,0.2229241906
FGFR4,IRS1,gene-gene,0.478806696
FGFR4,KRAS,gene-gene,0.312678236
FGFR4,NRAS,gene-gene,0.290296824
FGFR4,PIK3CA,gene-gene,0.3470948214
FGFR4,PIK3R1,gene-gene,0.2112330859999999
FGFR4,PIK3R2,gene-gene,0.218906812
FGFR4,PIK3R3,gene-gene,0.292328944
FGFR4,PLCB1,gene-gene,0.32927603
FGFR4,PLCB2,gene-gene,0.332831134
FGFR4,PLCB3,gene-gene,0.355187824
FGFR4,PLCB4,gene-gene,0.37434655
FGFR4,PLCG2,gene-gene,0.314564736
FGFR4,SHC1,gene-gene,0.331234866
FGFR4,SHC2,gene-gene,0.406615428
FGFR4,SHC4,gene-gene,0.295377342
FGR,DOCK2,gene-gene,0.37060644
FGR,ELMO1,gene-gene,0.409173608
FGR,ITK,gene-gene,0.441875674
FGR,PIK3CA,gene-gene,0.4660009580000001
FGR,PIK3CB,gene-gene,0.582479678
FGR,PIK3CD,gene-gene,0.373645104
FGR,PIK3CG,gene-gene,0.447550046
FGR,PIK3R1,gene-gene,0.5061732919999999
FGR,PIK3R2,gene-gene,0.41397969
FGR,PIK3R3,gene-gene,0.3318765959999999
FGR,PIK3R5,gene-gene,0.521007106
FGR,PIK3R6,gene-gene,0.380434094
FGR,PTK2,gene-gene,0.4942728019999999
FGR,PTK2B,gene-gene,0.487103888
FGR,SHC1,gene-gene,0.352331894
FGR,SHC2,gene-gene,0.510774622
FGR,SHC3,gene-gene,0.51964798
FGR,SHC4,gene-gene,0.45833081
FLT1,CRK,gene-gene,0.433457388
FLT1,CRKL,gene-gene,0.239190498
FLT1,GRB2,gene-gene,0.452795564
FLT1,IRS1,gene-gene,0.4125855813999999
FLT1,PLCB1,gene-gene,0.280997761
FLT1,PLCB2,gene-gene,0.397988358
FLT1,PLCB3,gene-gene,0.256712496
FLT1,PLCG1,gene-gene,0.249821352
FLT1,PLCG2,gene-gene,0.2184137502
FLT1,SHC1,gene-gene,0.414310768
FLT1,SHC2,gene-gene,0.356483514
FLT1,SHC3,gene-gene,0.2774635479999999
FLT1,SHC4,gene-gene,0.316364254
FLT3,GRB2,gene-gene,0.3109177112
FLT3,IRS1,gene-gene,0.389002166
FLT3,SHC1,gene-gene,0.367339513
FLT3,SHC2,gene-gene,0.231927849
FLT3,SHC3,gene-gene,0.343615746
FLT3,SHC4,gene-gene,0.344852236
FLT3LG,CSF1R,gene-gene,0.405231865
FLT3LG,EGFR,gene-gene,0.313301348
FLT3LG,EPHA2,gene-gene,0.4260607819999999
FLT3LG,ERBB2,gene-gene,0.39094734
FLT3LG,ERBB4,gene-gene,0.22834056
FLT3LG,FGFR2,gene-gene,0.4024917139999999
FLT3LG,FGFR4,gene-gene,0.3221703159999999
FLT3LG,FLT1,gene-gene,0.30873948
FLT3LG,FLT3,gene-gene,0.36662812
FLT3LG,FLT4,gene-gene,0.359110968
FLT3LG,IGF1R,gene-gene,0.369254268
FLT3LG,KDR,gene-gene,0.331464724
FLT3LG,KIT,gene-gene,0.59601605
FLT3LG,MET,gene-gene,0.213218708
FLT3LG,NGFR,gene-gene,0.277672186
FLT3LG,NTRK1,gene-gene,0.376190868
FLT3LG,NTRK2,gene-gene,0.293796348
FLT3LG,PDGFRA,gene-gene,0.219553044
FLT3LG,PDGFRB,gene-gene,0.4864210439999999
FLT3LG,TEK,gene-gene,0.2222226759999999
FLT4,CRK,gene-gene,0.31594325
FLT4,CRKL,gene-gene,0.296730259
FLT4,GRB2,gene-gene,0.2394924672
FLT4,IRS1,gene-gene,0.428605778
FLT4,PLCB1,gene-gene,0.274588316
FLT4,PLCB2,gene-gene,0.32864792
FLT4,PLCB3,gene-gene,0.373880738
FLT4,PLCB4,gene-gene,0.336856303
FLT4,PLCG1,gene-gene,0.2282154368
FLT4,PLCG2,gene-gene,0.3124879
FLT4,SHC1,gene-gene,0.367991204
FLT4,SHC2,gene-gene,0.293446918
FLT4,SHC3,gene-gene,0.309226955
FLT4,SHC4,gene-gene,0.30987069
FOS,CCL11,gene-gene,0.2475802212
FOS,CCL20,gene-gene,0.2092281349999999
FOS,CCL3,gene-gene,0.2165909423999999
FOS,CCL3L1,gene-gene,0.246151462
FOS,CCL3L3,gene-gene,0.2245740571999999
FOS,CCL4,gene-gene,0.273261302
FOS,CSF3,gene-gene,0.25044655
FOS,CXCL1,gene-gene,0.2390484379999999
FOS,CXCL2,gene-gene,0.2665863426
FOS,CXCL3,gene-gene,0.425734188
FOS,CXCL5,gene-gene,0.2591936948
FOS,CXCL6,gene-gene,0.255828061
FOS,CXCL8,gene-gene,0.21824274
FOS,DEFB4A,gene-gene,0.316763932
FOS,IFNG,gene-gene,0.32213299
FOS,IL10,gene-gene,0.363334924
FOS,IL12A,gene-gene,0.211614986
FOS,IL12B,gene-gene,0.242852828
FOS,IL13,gene-gene,0.2179396039999999
FOS,IL2,gene-gene,0.277179291
FOS,IL4,gene-gene,0.377380534
FOS,IL5,gene-gene,0.413355798
FOS,IL6,gene-gene,0.2147582819999999
FOS,LCN2,gene-gene,0.283935104
FOS,MMP1,gene-gene,0.293535954
FOS,MMP13,gene-gene,0.221325414
FOS,MMP9,gene-gene,0.228792194
FOS,MUC5B,gene-gene,0.204021225
FOS,PTGS2,gene-gene,0.452361042
FOS,S100A7A,gene-gene,0.2399799859999999
FOS,S100A8,gene-gene,0.279118946
FOS,TNF,gene-gene,0.425503918
FOSB,CCL11,gene-gene,0.296902136
FOSB,CCL2,gene-gene,0.29027018
FOSB,CCL7,gene-gene,0.259669408
FOSB,CSF2,gene-gene,0.2349212976
FOSB,CSF3,gene-gene,0.268752846
FOSB,CXCL5,gene-gene,0.366115824
FOSB,DEFB4A,gene-gene,0.2359046779999999
FOSB,DEFB4B,gene-gene,0.268821342
FOSB,IFNG,gene-gene,0.228326918
FOSB,IL13,gene-gene,0.2804505739999999
FOSB,IL1B,gene-gene,0.2099958519999999
FOSB,IL4,gene-gene,0.340710194
FOSB,IL5,gene-gene,0.3263493328
FOSB,IL6,gene-gene,0.3225298239999999
FOSB,LCN2,gene-gene,0.2756527568
FOSB,MMP1,gene-gene,0.337733848
FOSB,MMP13,gene-gene,0.269995906
FOSB,MMP9,gene-gene,0.236699476
FOSB,MUC5B,gene-gene,0.2261726979999999
FOSB,PTGS2,gene-gene,0.509779844
FOSB,S100A8,gene-gene,0.221055348
FOSB,S100A9,gene-gene,0.2043735059999999
FOSB,TNF,gene-gene,0.6225549260000001
FOSL1,CCL11,gene-gene,0.2222996408
FOSL1,CCL17,gene-gene,0.2323402788
FOSL1,CCL2,gene-gene,0.237340278
FOSL1,CCL20,gene-gene,0.2683776439999999
FOSL1,CCL7,gene-gene,0.290526592
FOSL1,CSF2,gene-gene,0.3291572654
FOSL1,CXCL5,gene-gene,0.334847268
FOSL1,CXCL6,gene-gene,0.226475273
FOSL1,CXCL8,gene-gene,0.26978775
FOSL1,DEFB4A,gene-gene,0.218539934
FOSL1,DEFB4B,gene-gene,0.2214037546
FOSL1,IFNG,gene-gene,0.364928348
FOSL1,IL13,gene-gene,0.40212211
FOSL1,IL4,gene-gene,0.2278877399999999
FOSL1,IL5,gene-gene,0.3066513791999999
FOSL1,IL6,gene-gene,0.296149768
FOSL1,LCN2,gene-gene,0.3217450208
FOSL1,MMP1,gene-gene,0.329628616
FOSL1,MMP13,gene-gene,0.261728518
FOSL1,MMP3,gene-gene,0.2733695565999999
FOSL1,MMP9,gene-gene,0.275517448
FOSL1,MUC5B,gene-gene,0.312223602
FOSL1,PTGS2,gene-gene,0.5595879800000001
FOSL1,S100A8,gene-gene,0.2565556105
FOSL1,TNF,gene-gene,0.6574753959999999
FOXO1,CCND1,gene-gene,0.22882365
FOXO3,GADD45G,gene-gene,0.2025363191999999
FOXO3,PCK1,gene-gene,0.225462027
FYN,GAB2,gene-gene,0.5641616700000001
FYN,LCK,gene-gene,0.696845272
FYN,ZAP70,gene-gene,0.581365092
FZD10,PLCB1,gene-gene,0.253142206
FZD2,PLCB4,gene-gene,0.287772164
FZD4,PLCB1,gene-gene,0.253731384
FZD4,PLCB2,gene-gene,0.2415036129999999
FZD5,PLCB2,gene-gene,0.2181005439999999
FZD5,PLCB3,gene-gene,0.268437442
FZD5,PLCB4,gene-gene,0.231942936
FZD8,PLCB4,gene-gene,0.2442052579999999
FZD9,PLCB4,gene-gene,0.2079943232
GAB1,PIK3CA,gene-gene,0.3285973299999999
GAB1,PIK3CB,gene-gene,0.2801276553999999
GAB1,PIK3CD,gene-gene,0.4048485539999999
GAB1,PIK3R1,gene-gene,0.370470106
GAB1,PIK3R2,gene-gene,0.3013386919999999
GAB1,PIK3R3,gene-gene,0.2619935
GAB1,SOS1,gene-gene,0.21050502684
GAB2,PIK3CA,gene-gene,0.457067288
GAB2,PIK3CB,gene-gene,0.34104857
GAB2,PIK3CD,gene-gene,0.38655957
GAB2,PIK3R1,gene-gene,0.343390924
GAB2,PIK3R2,gene-gene,0.436639598
GAB2,PIK3R3,gene-gene,0.3841129426
GAB2,SOS2,gene-gene,0.207213556
GDNF,EGFR,gene-gene,0.344995822
GDNF,ERBB2,gene-gene,0.2232923872
GDNF,ERBB4,gene-gene,0.258740262
GDNF,FGFR1,gene-gene,0.2055588132
GDNF,FGFR2,gene-gene,0.43174409
GDNF,FGFR3,gene-gene,0.206199002
GDNF,FLT1,gene-gene,0.288758278
GDNF,FLT4,gene-gene,0.219439618
GDNF,KDR,gene-gene,0.263958888
GDNF,MST1R,gene-gene,0.26763975
GDNF,NTRK1,gene-gene,0.2515243319999999
GDNF,NTRK2,gene-gene,0.238442738
GDNF,PDGFRA,gene-gene,0.2425452659999999
GDNF,PDGFRB,gene-gene,0.397103388
GDNF,RET,gene-gene,0.2386545659999999
GH1,PDGFRB,gene-gene,0.401066852
GH2,EGFR,gene-gene,0.325538102
GH2,JAK3,gene-gene,0.2013902956
GH2,PDGFRB,gene-gene,0.537205126
GLI1,BCL2,gene-gene,0.620462702
GLI1,CCND1,gene-gene,0.222675864
GLI1,CCND2,gene-gene,0.206986202
GLI1,PTCH1,gene-gene,0.2009325259999999
GLI1,PTCH2,gene-gene,0.2163924739999999
GLI1,SUFU,gene-gene,0.2050322732
GLI2,BCL2,gene-gene,0.697675706
GLI2,CCND1,gene-gene,0.325247548
GLI2,CCND2,gene-gene,0.2207931154
GLI2,KIF7,gene-gene,0.36707848
GLI2,PTCH1,gene-gene,0.208851599
GLI3,BCL2,gene-gene,0.5816589719999999
GLI3,CCND1,gene-gene,0.234218306
GLI3,CCND2,gene-gene,0.3173837579999999
GLI3,PTCH2,gene-gene,0.211574087588
GNA11,PLCB4,gene-gene,0.2167666302
GNA13,RHOA,gene-gene,0.230256018
GNAI1,FGR,gene-gene,0.4668432919999999
GNAI1,GNB1,gene-gene,0.24871348
GNAI1,HRAS,gene-gene,0.324704792
GNAI1,KCNJ9,gene-gene,0.2168974622
GNAI1,LYN,gene-gene,0.4835387439999999
GNAI1,NOS3,gene-gene,0.219538835
GNAI1,PIK3CA,gene-gene,0.3762964059999999
GNAI1,PIK3CB,gene-gene,0.4091816599999999
GNAI1,PIK3CD,gene-gene,0.298195078
GNAI1,PIK3R2,gene-gene,0.377881522
GNAI1,PIK3R3,gene-gene,0.239030146
GNAI1,PIK3R5,gene-gene,0.2235457164
GNAI1,PIK3R6,gene-gene,0.2442198572
GNAI1,PLCB1,gene-gene,0.331433184
GNAI1,PLCB4,gene-gene,0.289826664
GNAI1,SRC,gene-gene,0.5442752439999999
GNAI2,FGR,gene-gene,0.399830126
GNAI2,GNB5,gene-gene,0.241321596
GNAI2,GNG8,gene-gene,0.201347142
GNAI2,HRAS,gene-gene,0.20202249
GNAI2,KCNJ5,gene-gene,0.243605984
GNAI2,LYN,gene-gene,0.336169064
GNAI2,NRAS,gene-gene,0.291814916
GNAI2,PIK3CA,gene-gene,0.263357556
GNAI2,PIK3CB,gene-gene,0.361775198
GNAI2,PIK3CD,gene-gene,0.304474108
GNAI2,PIK3R1,gene-gene,0.2997655099999999
GNAI2,PIK3R2,gene-gene,0.4078595459999999
GNAI2,PIK3R3,gene-gene,0.276643174
GNAI2,PIK3R6,gene-gene,0.217552464
GNAI2,PLCB1,gene-gene,0.322225976
GNAI2,PLCB2,gene-gene,0.357293724
GNAI2,PLCB3,gene-gene,0.336301544
GNAI2,PLCB4,gene-gene,0.219439452
GNAI2,PRKCE,gene-gene,0.2231465899999999
GNAI2,SRC,gene-gene,0.5660123739999999
GNAI3,FGR,gene-gene,0.3404141611999999
GNAI3,GNG10,gene-gene,0.2372292599999999
GNAI3,KRAS,gene-gene,0.26440384
GNAI3,LYN,gene-gene,0.471092244
GNAI3,NOS3,gene-gene,0.20623381
GNAI3,NRAS,gene-gene,0.211129468
GNAI3,PIK3CA,gene-gene,0.3680424978
GNAI3,PIK3CB,gene-gene,0.361865048
GNAI3,PIK3CD,gene-gene,0.275509264
GNAI3,PIK3R1,gene-gene,0.310934146
GNAI3,PIK3R2,gene-gene,0.30468244
GNAI3,PIK3R5,gene-gene,0.2397134668
GNAI3,PLCB1,gene-gene,0.297429746
GNAI3,PLCB2,gene-gene,0.354511274
GNAI3,PLCB3,gene-gene,0.2424380559999999
GNAI3,PLCB4,gene-gene,0.289158698
GNAI3,SRC,gene-gene,0.613687958
GNAO1,PIK3CG,gene-gene,0.2272199339999999
GNAO1,PLCB3,gene-gene,0.30041814
GNAO1,SRC,gene-gene,0.471996832
GNAQ,PRKAB1,gene-gene,0.2985090019999999
GNAS,SRC,gene-gene,0.484041212
GNB1,PIK3R1,gene-gene,0.225734426
GNB1,PIK3R2,gene-gene,0.2221334365999999
GNB1,PLCB3,gene-gene,0.20317607
GNB1,PRKAB2,gene-gene,0.2174549599999999
GNB2,PIK3CD,gene-gene,0.24819337168
GNB2,PIK3R1,gene-gene,0.34528785
GNB2,PIK3R3,gene-gene,0.3090859112
GNB2,PLCB3,gene-gene,0.214910212
GNB2,PRKAG2,gene-gene,0.2934834006
GNB3,PIK3CA,gene-gene,0.225321724
GNB3,PIK3CB,gene-gene,0.2178696695
GNB3,PIK3R1,gene-gene,0.21426397
GNB3,PIK3R3,gene-gene,0.23539746614
GNB3,PRKAA1,gene-gene,0.223782295
GNB4,PIK3CB,gene-gene,0.253120927
GNB4,PIK3CD,gene-gene,0.2180658472
GNB4,PIK3R3,gene-gene,0.2443716252
GNB4,PLCB2,gene-gene,0.2137349168
GNB4,PLCB3,gene-gene,0.2238263208
GNB4,PRKAA2,gene-gene,0.2817733668
GNB4,PRKAB1,gene-gene,0.21099245
GNB4,PRKAG2,gene-gene,0.2311035032
GNB5,PIK3R1,gene-gene,0.2089589504
GNB5,PLCB4,gene-gene,0.20345456
GNB5,PLCG1,gene-gene,0.264727166
GNB5,PRKAA2,gene-gene,0.2255065473999999
GNB5,PRKAG1,gene-gene,0.20743957
GNG10,PIK3CB,gene-gene,0.2209311249999999
GNG10,PLCB1,gene-gene,0.230148448
GNG11,PIK3CA,gene-gene,0.2884892812
GNG11,PIK3CD,gene-gene,0.2341314302
GNG11,PIK3R2,gene-gene,0.2075050332
GNG11,PLCB4,gene-gene,0.219479936
GNG11,PRKAB2,gene-gene,0.274477014
GNG11,PRKAG1,gene-gene,0.230325106
GNG11,PRKAG3,gene-gene,0.247691622
GNG12,PIK3CB,gene-gene,0.27243186
GNG12,PRKAA1,gene-gene,0.2318962392
GNG13,PLCB2,gene-gene,0.211390758
GNG13,PLCB4,gene-gene,0.228865178
GNG2,CAMK4,gene-gene,0.22276903249
GNG2,PIK3R2,gene-gene,0.21716518044
GNG2,PLCB2,gene-gene,0.243879818
GNG2,PRKAG1,gene-gene,0.2155026669999999
GNG3,PIK3CA,gene-gene,0.2092948814
GNG3,PIK3R2,gene-gene,0.30355785
GNG3,PLCB2,gene-gene,0.2364545817999999
GNG3,PLCB4,gene-gene,0.222615268
GNG3,PRKAA1,gene-gene,0.236052876
GNG3,PRKAB1,gene-gene,0.235882806
GNG3,PRKAG2,gene-gene,0.221136189
