source,target,type,weight
MAPK1,VEGFA,gene-gene,0.30528276
MAPK1,VEGFB,gene-gene,0.2305813719999999
MAPK1,VEGFC,gene-gene,0.229167073
MAPK10,BAX,gene-gene,0.356804378
MAPK10,BCL2,gene-gene,0.5445162139999999
MAPK10,CRK,gene-gene,0.373683656
MAPK10,CRKL,gene-gene,0.295000598
MAPK10,FOS,gene-gene,0.3286619056
MAPK10,FOSB,gene-gene,0.320116328
MAPK10,FOSL1,gene-gene,0.415902218
MAPK10,FOXO1,gene-gene,0.230377022
MAPK10,FOXO3,gene-gene,0.229833872
MAPK10,IRS1,gene-gene,0.441320486
MAPK10,IRS2,gene-gene,0.31342422
MAPK10,ITCH,gene-gene,0.2637902388
MAPK10,JUN,gene-gene,0.2751926454
MAPK10,JUND,gene-gene,0.245333478
MAPK10,MAPK11,gene-gene,0.294646308
MAPK10,MAPK12,gene-gene,0.337983632
MAPK10,MAPK13,gene-gene,0.259256564
MAPK10,MAPK14,gene-gene,0.381717076
MAPK10,MAPK8IP3,gene-gene,0.206530318
MAPK10,NFATC1,gene-gene,0.30005939
MAPK10,NFATC3,gene-gene,0.472751918
MAPK10,NFKB1,gene-gene,0.5436426300000001
MAPK10,TP53,gene-gene,0.292637653
MAPK11,AKT1,gene-gene,0.241535528
MAPK11,AKT2,gene-gene,0.254760376
MAPK11,AKT3,gene-gene,0.2165556252
MAPK11,ATF2,gene-gene,0.2713243606
MAPK11,BAX,gene-gene,0.369306804
MAPK11,BCL2,gene-gene,0.5262519259999999
MAPK11,CEBPB,gene-gene,0.625694202
MAPK11,DDIT3,gene-gene,0.236149476
MAPK11,ELK4,gene-gene,0.261014562
MAPK11,FOS,gene-gene,0.331264932
MAPK11,FOSB,gene-gene,0.258328918
MAPK11,FOSL1,gene-gene,0.343700792
MAPK11,JUN,gene-gene,0.3114548024
MAPK11,JUND,gene-gene,0.462855884
MAPK11,MAPK1,gene-gene,0.4903090879999999
MAPK11,MAPK3,gene-gene,0.34936727
MAPK11,MAPKAPK2,gene-gene,0.3284053246
MAPK11,MAPKAPK5,gene-gene,0.2596664279999999
MAPK11,MAX,gene-gene,0.233466644
MAPK11,MEF2C,gene-gene,0.2797908936
MAPK11,NFATC1,gene-gene,0.413540668
MAPK11,NFATC2,gene-gene,0.395267918
MAPK11,NFATC3,gene-gene,0.467748774
MAPK11,NFKB1,gene-gene,0.429978614
MAPK11,RELA,gene-gene,0.2100132494
MAPK11,RPS6KA5,gene-gene,0.242219965
MAPK11,TP53,gene-gene,0.2395350891999999
MAPK12,AKT1,gene-gene,0.273817098
MAPK12,AKT2,gene-gene,0.303438022
MAPK12,AKT3,gene-gene,0.24553283
MAPK12,ATF2,gene-gene,0.232191042
MAPK12,BAX,gene-gene,0.320929098
MAPK12,BCL2,gene-gene,0.5355451099999999
MAPK12,CEBPB,gene-gene,0.352334102
MAPK12,DDIT3,gene-gene,0.268657216
MAPK12,FOS,gene-gene,0.309700924
MAPK12,FOSB,gene-gene,0.35597192
MAPK12,FOSL1,gene-gene,0.2194113256
MAPK12,FOXO1,gene-gene,0.2486772188
MAPK12,FOXO3,gene-gene,0.310648678
MAPK12,JUN,gene-gene,0.234510616
MAPK12,JUND,gene-gene,0.3106928411999999
MAPK12,MAPK1,gene-gene,0.362621678
MAPK12,MAPK3,gene-gene,0.319161064
MAPK12,MAPKAPK2,gene-gene,0.265903538
MAPK12,MAPKAPK3,gene-gene,0.291441318
MAPK12,MAX,gene-gene,0.2158932188
MAPK12,MEF2C,gene-gene,0.3200245359999999
MAPK12,NFATC1,gene-gene,0.2719574702
MAPK12,NFATC2,gene-gene,0.384242842
MAPK12,NFATC3,gene-gene,0.2269793749999999
MAPK12,NFKB1,gene-gene,0.5085838548
MAPK12,RELA,gene-gene,0.2408706079999999
MAPK12,RPS6KA4,gene-gene,0.27644394
MAPK12,SMAD2,gene-gene,0.28553839
MAPK12,TP53,gene-gene,0.218086364
MAPK13,AKT1,gene-gene,0.45221038
MAPK13,AKT2,gene-gene,0.332774846
MAPK13,AKT3,gene-gene,0.390183882
MAPK13,ATF2,gene-gene,0.293644012
MAPK13,BCL2,gene-gene,0.4952160679999999
MAPK13,CDC25B,gene-gene,0.224961632
MAPK13,CEBPB,gene-gene,0.514549746
MAPK13,DDIT3,gene-gene,0.491018368
MAPK13,ELK4,gene-gene,0.328865582
MAPK13,FOS,gene-gene,0.387874736
MAPK13,FOSB,gene-gene,0.475206472
MAPK13,FOSL1,gene-gene,0.473754676
MAPK13,FOXO1,gene-gene,0.2363148427999999
MAPK13,FOXO3,gene-gene,0.2029319474
MAPK13,JUN,gene-gene,0.3171786159999999
MAPK13,JUND,gene-gene,0.4601820679999999
MAPK13,MAPK1,gene-gene,0.477944598
MAPK13,MAPK3,gene-gene,0.32878525
MAPK13,MAPKAPK2,gene-gene,0.287314762
MAPK13,MAPKAPK5,gene-gene,0.261099002
MAPK13,MEF2C,gene-gene,0.418306556
MAPK13,NFATC1,gene-gene,0.452776942
MAPK13,NFATC2,gene-gene,0.254901766
MAPK13,NFATC3,gene-gene,0.4716609659999999
MAPK13,NFKB1,gene-gene,0.6929111480000001
MAPK13,RELA,gene-gene,0.329490332
MAPK13,RPS6KA5,gene-gene,0.284792404
MAPK13,SMAD2,gene-gene,0.2932113699999999
MAPK13,SMAD3,gene-gene,0.2278225252
MAPK13,TP53,gene-gene,0.425665308
MAPK14,AKT1,gene-gene,0.397408972
MAPK14,AKT2,gene-gene,0.467765068
MAPK14,AKT3,gene-gene,0.494931436
MAPK14,ATF2,gene-gene,0.5527896
MAPK14,BAX,gene-gene,0.456190854
MAPK14,BCL2,gene-gene,0.690043954
MAPK14,CDC25B,gene-gene,0.5508359159999999
MAPK14,CEBPB,gene-gene,0.374816168
MAPK14,DDIT3,gene-gene,0.556673608
MAPK14,ELK4,gene-gene,0.336086942
MAPK14,FOS,gene-gene,0.5625554100000001
MAPK14,FOSB,gene-gene,0.678293764
MAPK14,FOSL1,gene-gene,0.61761523
MAPK14,FOXO1,gene-gene,0.542062008
MAPK14,FOXO3,gene-gene,0.340939186
MAPK14,JUN,gene-gene,0.505496166
MAPK14,JUND,gene-gene,0.450388846
MAPK14,MAPK1,gene-gene,0.514683502
MAPK14,MAPK3,gene-gene,0.629504702
MAPK14,MAPKAPK2,gene-gene,0.483720828
MAPK14,MAPKAPK3,gene-gene,0.264036478
MAPK14,MAPKAPK5,gene-gene,0.5014328060000001
MAPK14,MAX,gene-gene,0.5033062239999999
MAPK14,MEF2C,gene-gene,0.612039678
MAPK14,NFATC1,gene-gene,0.500203626
MAPK14,NFATC2,gene-gene,0.45845836
MAPK14,NFATC3,gene-gene,0.657965467
MAPK14,NFKB1,gene-gene,0.623190618
MAPK14,RELA,gene-gene,0.4107806519999999
MAPK14,RPS6KA4,gene-gene,0.501992506
MAPK14,RPS6KA5,gene-gene,0.501774958
MAPK14,SMAD2,gene-gene,0.475926152
MAPK14,SMAD3,gene-gene,0.467491358
MAPK14,TP53,gene-gene,0.4899344959999999
MAPK15,FOSB,gene-gene,0.211573598
MAPK15,JUND,gene-gene,0.2247988352
MAPK3,ATF2,gene-gene,0.371244602
MAPK3,ATF4,gene-gene,0.2305716762
MAPK3,ATF6B,gene-gene,0.383302356
MAPK3,ATP1B1,gene-gene,0.2958024308
MAPK3,CCND1,gene-gene,0.2138579968
MAPK3,CEBPB,gene-gene,0.379785884
MAPK3,CREB1,gene-gene,0.432341912
MAPK3,CREB3,gene-gene,0.3062763739999999
MAPK3,CREB3L1,gene-gene,0.352428128
MAPK3,CREB3L2,gene-gene,0.395785432
MAPK3,CREB3L3,gene-gene,0.20734854
MAPK3,CREB3L4,gene-gene,0.389662626
MAPK3,CREB5,gene-gene,0.260573755
MAPK3,EIF4EBP1,gene-gene,0.269538628
MAPK3,ELK4,gene-gene,0.433311402
MAPK3,ESR1,gene-gene,0.45542341
MAPK3,ESR2,gene-gene,0.331020586
MAPK3,ETS1,gene-gene,0.3490556489999999
MAPK3,FOS,gene-gene,0.460200322
MAPK3,FOSB,gene-gene,0.337791408
MAPK3,FOSL1,gene-gene,0.303590934
MAPK3,FOXO3,gene-gene,0.2419993759999999
MAPK3,HRAS,gene-gene,0.3188497879999999
MAPK3,JAG1,gene-gene,0.2736502672
MAPK3,JMJD7-PLA2G4B,gene-gene,0.287209168
MAPK3,JUN,gene-gene,0.44305023
MAPK3,JUND,gene-gene,0.467512802
MAPK3,KRAS,gene-gene,0.304153282
MAPK3,LAMTOR3,gene-gene,0.253486866
MAPK3,MAPT,gene-gene,0.4631298219999999
MAPK3,MEF2C,gene-gene,0.374337958
MAPK3,MMP2,gene-gene,0.271446274
MAPK3,MYC,gene-gene,0.291425764
MAPK3,NFKB1,gene-gene,0.661077794
MAPK3,NOS1,gene-gene,0.2817798434
MAPK3,NRAS,gene-gene,0.2047321854
MAPK3,PLA2G12A,gene-gene,0.2146412968
MAPK3,PLA2G2C,gene-gene,0.2116153188
MAPK3,PLA2G2E,gene-gene,0.2043470962
MAPK3,PLA2G4A,gene-gene,0.30383904
MAPK3,PLA2G4B,gene-gene,0.2614048644
MAPK3,PLA2G4C,gene-gene,0.2509999539999999
MAPK3,PLA2G4F,gene-gene,0.20709822
MAPK3,PLA2G5,gene-gene,0.3194766539999999
MAPK3,PTGS2,gene-gene,0.4265426120000001
MAPK3,RELA,gene-gene,0.5147263019999999
MAPK3,RPS6KA2,gene-gene,0.2261019146
MAPK3,RPS6KA4,gene-gene,0.314322586
MAPK3,RPS6KA5,gene-gene,0.380002364
MAPK3,RPS6KB1,gene-gene,0.384079394
MAPK3,RPS6KB2,gene-gene,0.493050364
MAPK3,SLC9A1,gene-gene,0.2628551152
MAPK3,SMAD1,gene-gene,0.295612722
MAPK3,SMAD2,gene-gene,0.2347984987999999
MAPK3,SPHK2,gene-gene,0.2278824926
MAPK3,STAT1,gene-gene,0.358832492
MAPK3,STMN1,gene-gene,0.283739662
MAPK3,TBC1D7,gene-gene,0.2505590914
MAPK3,THRB,gene-gene,0.40967365
MAPK3,TP53,gene-gene,0.4246749592
MAPK3,TSC2,gene-gene,0.2255179712
MAPK3,VEGFA,gene-gene,0.257327752
MAPK3,VEGFB,gene-gene,0.335337234
MAPK3,VEGFC,gene-gene,0.2093571714
MAPK4,FOS,gene-gene,0.2319719434
MAPK4,FOSB,gene-gene,0.2324403145999999
MAPK6,JUND,gene-gene,0.21601439
MAPK7,CCND1,gene-gene,0.2670739059999999
MAPK7,FOS,gene-gene,0.308492796
MAPK7,FOSB,gene-gene,0.309087232
MAPK7,FOSL1,gene-gene,0.316555023
MAPK7,JUN,gene-gene,0.4159836959999999
MAPK7,JUND,gene-gene,0.242653116
MAPK7,MEF2C,gene-gene,0.347112396
MAPK7,NR4A1,gene-gene,0.4032460240000001
MAPK7,PTGS2,gene-gene,0.587560328
MAPK7,RPS6KA2,gene-gene,0.205186301
MAPK8,BAX,gene-gene,0.2329127139999999
MAPK8,BCL2,gene-gene,0.462285198
MAPK8,CRK,gene-gene,0.2911813079999999
MAPK8,CRKL,gene-gene,0.387636922
MAPK8,FOS,gene-gene,0.322573392
MAPK8,FOSB,gene-gene,0.342199624
MAPK8,FOSL1,gene-gene,0.320753402
MAPK8,FOXO1,gene-gene,0.3730840037999999
MAPK8,IRS1,gene-gene,0.2719809159999999
MAPK8,IRS2,gene-gene,0.2466509659999999
MAPK8,JUN,gene-gene,0.2186197636
MAPK8,JUND,gene-gene,0.31520178
MAPK8,MAPK11,gene-gene,0.360862604
MAPK8,MAPK12,gene-gene,0.2624355072
MAPK8,MAPK13,gene-gene,0.428757436
MAPK8,MAPK14,gene-gene,0.529860478
MAPK8,NFATC1,gene-gene,0.3376992319999999
MAPK8,NFATC3,gene-gene,0.215668675
MAPK8,NFKB1,gene-gene,0.978970102
MAPK8,RELA,gene-gene,0.278531992
MAPK8,TP53,gene-gene,0.2313869405999999
MAPK8IP1,MAPK10,gene-gene,0.23336698
MAPK9,BAX,gene-gene,0.4430431419999999
MAPK9,BCL2,gene-gene,0.4610089159999999
MAPK9,CRK,gene-gene,0.2864394179999999
MAPK9,CRKL,gene-gene,0.26033183
MAPK9,FOS,gene-gene,0.38889335
MAPK9,FOSB,gene-gene,0.2376945838
MAPK9,FOSL1,gene-gene,0.335079438
MAPK9,IRS1,gene-gene,0.380245928
MAPK9,IRS2,gene-gene,0.2199320732
MAPK9,JUN,gene-gene,0.214112062
MAPK9,JUND,gene-gene,0.379536
MAPK9,MAPK11,gene-gene,0.2552054768
MAPK9,MAPK13,gene-gene,0.3100939269999999
MAPK9,MAPK14,gene-gene,0.463449164
MAPK9,NFATC1,gene-gene,0.237857434
MAPK9,NFATC3,gene-gene,0.439566822
MAPK9,NFKB1,gene-gene,0.575300294
MAPK9,RELA,gene-gene,0.235079215334
MAPK9,TP53,gene-gene,0.3182944159999999
MAPKAPK3,ATF4,gene-gene,0.2935452406
MAVS,TRAF2,gene-gene,0.272263502
MED1,MED13,gene-gene,0.210947206
MED1,MED17,gene-gene,0.2652029919999999
MED1,MED30,gene-gene,0.252356272
MED1,RXRA,gene-gene,0.464230016
MED1,RXRB,gene-gene,0.424192122
MED1,RXRG,gene-gene,0.6861790400000001
MED1,THRA,gene-gene,0.3979451579999999
MED1,THRB,gene-gene,0.323502466
MED12L,MED1,gene-gene,0.323818234
MED12L,MED13,gene-gene,0.33896394
MED12L,MED13L,gene-gene,0.2943021812
MED12L,MED17,gene-gene,0.337515952
MED12L,MED24,gene-gene,0.310741442
MED12L,MED27,gene-gene,0.298060516
MED12L,MED30,gene-gene,0.362215172
MED12L,MED4,gene-gene,0.431505244
MED12L,RXRA,gene-gene,0.812480128
MED12L,RXRB,gene-gene,0.553272564
MED12L,RXRG,gene-gene,0.38404035
MED12L,THRA,gene-gene,0.4363031659999999
MED12L,THRB,gene-gene,0.3870858339999999
MED13,RXRA,gene-gene,0.750274178
MED13,RXRB,gene-gene,0.723086662
MED13,RXRG,gene-gene,0.585900402
MED13,THRA,gene-gene,0.316607924
MED13,THRB,gene-gene,0.287144532
MED13L,MED1,gene-gene,0.267442416
MED13L,MED13,gene-gene,0.35085854
MED13L,MED17,gene-gene,0.3636253092
MED13L,MED24,gene-gene,0.4352272339999999
MED13L,MED27,gene-gene,0.257624254
MED13L,MED30,gene-gene,0.279679572
MED13L,RXRA,gene-gene,0.360620586
MED13L,RXRB,gene-gene,0.745905652
MED13L,RXRG,gene-gene,0.470568344
MED13L,THRA,gene-gene,0.4625507779999999
MED13L,THRB,gene-gene,0.34928228
MED16,MED1,gene-gene,0.360666657
MED16,MED12L,gene-gene,0.363556212
MED16,MED13,gene-gene,0.268174864
MED16,MED13L,gene-gene,0.4011605176
MED16,MED17,gene-gene,0.401430262
MED16,MED24,gene-gene,0.399335003
MED16,MED27,gene-gene,0.33300714
MED16,MED30,gene-gene,0.314995148
MED16,MED4,gene-gene,0.255433088
MED16,RXRA,gene-gene,0.5631753780000001
MED16,RXRB,gene-gene,0.453835604
MED16,RXRG,gene-gene,0.335940064
MED16,THRA,gene-gene,0.307022892
MED16,THRB,gene-gene,0.3097897779999999
MED17,MED13,gene-gene,0.211044648
MED17,MED24,gene-gene,0.379569125
MED17,MED27,gene-gene,0.2890718392
MED17,RXRA,gene-gene,0.4138234859999999
MED17,RXRB,gene-gene,0.5705282260000001
MED17,RXRG,gene-gene,0.543166016
MED17,THRA,gene-gene,0.2338855087999999
MED17,THRB,gene-gene,0.375855036
MED24,RXRA,gene-gene,0.5540802140000001
MED24,RXRB,gene-gene,0.540907944
MED24,RXRG,gene-gene,0.5288007560000001
MED24,THRA,gene-gene,0.3895743
MED24,THRB,gene-gene,0.320071742
MED27,MED13,gene-gene,0.344632774
MED27,RXRA,gene-gene,0.4257223
MED27,RXRB,gene-gene,0.480474276
MED27,RXRG,gene-gene,0.534126734
MED27,THRA,gene-gene,0.352004743
MED27,THRB,gene-gene,0.331006804
MED30,MED13,gene-gene,0.33033418
MED30,MED17,gene-gene,0.277497586
MED30,MED24,gene-gene,0.247491898
MED30,MED27,gene-gene,0.452482222
MED30,RXRA,gene-gene,0.612084742
MED30,RXRB,gene-gene,0.54010607
MED30,RXRG,gene-gene,0.576734462
MED30,THRA,gene-gene,0.333872386
MED30,THRB,gene-gene,0.2031817483999999
MED4,MED1,gene-gene,0.2467871588
MED4,MED13,gene-gene,0.296347378
MED4,MED24,gene-gene,0.24749286
MED4,MED27,gene-gene,0.339061236
MED4,MED30,gene-gene,0.29391124
MED4,RXRA,gene-gene,0.451161434
MED4,RXRB,gene-gene,0.432534478
MED4,RXRG,gene-gene,0.63615648
MED4,THRA,gene-gene,0.219389308
MED4,THRB,gene-gene,0.251742412
MEF2B,KLF2,gene-gene,0.2168279499999999
MET,CRK,gene-gene,0.24104082
MET,CRKL,gene-gene,0.257661398
MET,GRB2,gene-gene,0.3165885268
MET,IRS1,gene-gene,0.291500406
MET,PLCB1,gene-gene,0.215521223
MET,PLCB2,gene-gene,0.485476634
MET,PLCB3,gene-gene,0.22000174
MET,PLCB4,gene-gene,0.255052634
MET,PLCG2,gene-gene,0.2067187768
MET,SHC1,gene-gene,0.370892018
MET,SHC2,gene-gene,0.37176649
MET,SHC3,gene-gene,0.2871530128
MET,SHC4,gene-gene,0.26858804
MLST8,EIF4EBP1,gene-gene,0.4270749139999999
MMP2,EDN1,gene-gene,0.316514064
MMP2,HBEGF,gene-gene,0.208603232
MMP9,EDN1,gene-gene,0.288055934
MMP9,HBEGF,gene-gene,0.336774912
MRAS,PIK3CA,gene-gene,0.313803516
MRAS,PIK3R1,gene-gene,0.2165200941999999
MS4A2,FYN,gene-gene,0.248841696
MST1,EGFR,gene-gene,0.287628331
MST1,ERBB2,gene-gene,0.251810366
MST1,ERBB4,gene-gene,0.300555098
MST1,FGFR1,gene-gene,0.3049712699999999
MST1,FGFR2,gene-gene,0.506867872
MST1,FGFR3,gene-gene,0.300797728
MST1,FLT1,gene-gene,0.246911309
MST1,FLT4,gene-gene,0.330303518
MST1,KDR,gene-gene,0.252597392
MST1,MET,gene-gene,0.295338236
MST1,NTRK1,gene-gene,0.2705451239999999
MST1,NTRK2,gene-gene,0.271321072
MST1,NTRK3,gene-gene,0.2595134848
MST1,PDGFRA,gene-gene,0.209379412
MST1,PDGFRB,gene-gene,0.3299908059999999
MST1,RET,gene-gene,0.280404794
MST1R,PLCG1,gene-gene,0.416401498
MST1R,PLCG2,gene-gene,0.363326678
MTOR,CLIP1,gene-gene,0.456232018
MTOR,EIF4EBP1,gene-gene,0.503637388
MTOR,GRB10,gene-gene,0.498451692
MTOR,IRS1,gene-gene,0.529904464
MTOR,IRS2,gene-gene,0.697115208
MTOR,LPIN1,gene-gene,0.631894138
MTOR,LPIN2,gene-gene,0.6127655940000001
MTOR,LPIN3,gene-gene,0.431281332
MTOR,MLST8,gene-gene,0.6184429760000001
MTOR,PPARG,gene-gene,0.3465665839999999
MTOR,PRKCA,gene-gene,0.436429008
MTOR,PRKCB,gene-gene,0.5328582079999999
MTOR,PRKCG,gene-gene,0.7825720439999999
MTOR,RHOA,gene-gene,0.712227926
MTOR,RICTOR,gene-gene,0.443575522
MTOR,RPS6KB1,gene-gene,0.736557568
MTOR,RPS6KB2,gene-gene,0.575202674
MTOR,RPTOR,gene-gene,0.6650511640000001
MTOR,SGK1,gene-gene,0.36429395
MTOR,TELO2,gene-gene,0.620791732
MTOR,TTI1,gene-gene,0.569367944
MTOR,ULK1,gene-gene,0.600871536
MTOR,ULK2,gene-gene,0.61775423
NCOA1,BCL2,gene-gene,0.40764926
NCOA1,CTSD,gene-gene,0.26791844
NCOA1,EBAG9,gene-gene,0.252939192
NCOA1,KAT2B,gene-gene,0.2021926348
NCOA1,KRT10,gene-gene,0.262402998
NCOA1,KRT12,gene-gene,0.3265476494
NCOA1,KRT13,gene-gene,0.282638106
NCOA1,KRT14,gene-gene,0.2373856899999999
NCOA1,KRT15,gene-gene,0.308769933
NCOA1,KRT16,gene-gene,0.43678996
NCOA1,KRT17,gene-gene,0.205132117
NCOA1,KRT18,gene-gene,0.33313829
NCOA1,KRT19,gene-gene,0.270406438
NCOA1,KRT20,gene-gene,0.483044234
NCOA1,KRT23,gene-gene,0.391165842
NCOA1,KRT24,gene-gene,0.36041635
NCOA1,KRT25,gene-gene,0.354272942
NCOA1,KRT26,gene-gene,0.2855644808
NCOA1,KRT27,gene-gene,0.328246064
NCOA1,KRT28,gene-gene,0.3719224612
NCOA1,KRT31,gene-gene,0.4275592579999999
NCOA1,KRT32,gene-gene,0.3582018839999999
NCOA1,KRT33A,gene-gene,0.241282568
NCOA1,KRT33B,gene-gene,0.45565146
NCOA1,KRT34,gene-gene,0.3795026119999999
NCOA1,KRT35,gene-gene,0.3109365067999999
NCOA1,KRT36,gene-gene,0.412194924
NCOA1,KRT37,gene-gene,0.278961644
NCOA1,KRT38,gene-gene,0.325162552
NCOA1,KRT39,gene-gene,0.314461724
NCOA1,KRT40,gene-gene,0.295990936
NCOA1,KRT9,gene-gene,0.27621089
NCOA1,PGR,gene-gene,0.595578924
NCOA1,RARA,gene-gene,0.448727958
NCOA1,RXRA,gene-gene,0.447750654
NCOA1,RXRB,gene-gene,0.568700184
NCOA1,RXRG,gene-gene,0.592003084
NCOA1,TFF1,gene-gene,0.3507396299999999
NCOA1,TGFA,gene-gene,0.3970587
NCOA1,THRA,gene-gene,0.27518808
NCOA1,THRB,gene-gene,0.4004481359999999
NCOA2,BCL2,gene-gene,0.565080634
NCOA2,CREBBP,gene-gene,0.420192314
NCOA2,CTSD,gene-gene,0.329607892
NCOA2,EBAG9,gene-gene,0.273674166
NCOA2,EP300,gene-gene,0.35049524
NCOA2,ESR1,gene-gene,0.57721656
NCOA2,ESR2,gene-gene,0.2935730432
NCOA2,KAT2A,gene-gene,0.2795607626
NCOA2,KAT2B,gene-gene,0.4844824499999999
NCOA2,KRT10,gene-gene,0.4649391539999999
NCOA2,KRT12,gene-gene,0.4483881399999999
NCOA2,KRT13,gene-gene,0.399765056
NCOA2,KRT14,gene-gene,0.345236736
NCOA2,KRT15,gene-gene,0.306697718
NCOA2,KRT17,gene-gene,0.518082358
NCOA2,KRT18,gene-gene,0.375983168
NCOA2,KRT19,gene-gene,0.440707128
NCOA2,KRT20,gene-gene,0.3947680636
NCOA2,KRT23,gene-gene,0.263885959
NCOA2,KRT24,gene-gene,0.384740301
NCOA2,KRT25,gene-gene,0.350926686
NCOA2,KRT26,gene-gene,0.37162813
NCOA2,KRT27,gene-gene,0.206766094
NCOA2,KRT28,gene-gene,0.390319283
NCOA2,KRT31,gene-gene,0.2601526448
NCOA2,KRT32,gene-gene,0.2082077088
NCOA2,KRT33A,gene-gene,0.337296891
NCOA2,KRT33B,gene-gene,0.426802344
NCOA2,KRT34,gene-gene,0.5264375259999999
NCOA2,KRT35,gene-gene,0.2033796859999999
NCOA2,KRT36,gene-gene,0.311335708
NCOA2,KRT37,gene-gene,0.33563966
NCOA2,KRT38,gene-gene,0.523063766
NCOA2,KRT39,gene-gene,0.20951601
NCOA2,KRT40,gene-gene,0.31802762
NCOA2,NCOA1,gene-gene,0.269638498
NCOA2,NCOA3,gene-gene,0.402658088
NCOA2,PGR,gene-gene,0.69156744
NCOA2,RARA,gene-gene,0.6274206600000001
NCOA2,RXRA,gene-gene,0.55420727
NCOA2,RXRB,gene-gene,0.527677178
NCOA2,RXRG,gene-gene,0.5277192420000001
NCOA2,TFF1,gene-gene,0.367642888
NCOA2,TGFA,gene-gene,0.354668962
NCOA2,THRA,gene-gene,0.336213528
NCOA2,THRB,gene-gene,0.586909868
NCOA3,BCL2,gene-gene,0.647228374
NCOA3,CTSD,gene-gene,0.410921332
NCOA3,EBAG9,gene-gene,0.3289953359999999
NCOA3,KAT2B,gene-gene,0.315232576
NCOA3,KRT10,gene-gene,0.3550254516
NCOA3,KRT12,gene-gene,0.3483986972
NCOA3,KRT13,gene-gene,0.215803936
NCOA3,KRT14,gene-gene,0.2310144432
NCOA3,KRT15,gene-gene,0.2966654628
NCOA3,KRT16,gene-gene,0.311865092
NCOA3,KRT17,gene-gene,0.39718938
NCOA3,KRT18,gene-gene,0.332191168
NCOA3,KRT19,gene-gene,0.2196431959999999
NCOA3,KRT20,gene-gene,0.370939
NCOA3,KRT23,gene-gene,0.3025255392
NCOA3,KRT24,gene-gene,0.4627321679999999
NCOA3,KRT25,gene-gene,0.341438912
NCOA3,KRT26,gene-gene,0.4017570352
NCOA3,KRT27,gene-gene,0.339275569
NCOA3,KRT28,gene-gene,0.2940125059999999
NCOA3,KRT31,gene-gene,0.2331097944
NCOA3,KRT32,gene-gene,0.2383344999999999
NCOA3,KRT33A,gene-gene,0.363020768
NCOA3,KRT33B,gene-gene,0.49448891
NCOA3,KRT34,gene-gene,0.289872978
NCOA3,KRT35,gene-gene,0.363468621
NCOA3,KRT36,gene-gene,0.517107528
NCOA3,KRT37,gene-gene,0.364832662
NCOA3,KRT39,gene-gene,0.301554389
NCOA3,KRT40,gene-gene,0.4835134200000001
NCOA3,KRT9,gene-gene,0.3652372728
NCOA3,NCOA1,gene-gene,0.2067408194
NCOA3,PGR,gene-gene,0.70500027
NCOA3,RARA,gene-gene,0.477147868
NCOA3,RXRA,gene-gene,0.555262048
NCOA3,RXRB,gene-gene,0.542684798
NCOA3,RXRG,gene-gene,0.796346052
NCOA3,TFF1,gene-gene,0.46027274
NCOA3,TGFA,gene-gene,0.4626130459999999
NCOA3,THRA,gene-gene,0.360893691
NCOA3,THRB,gene-gene,0.320666482
NCOR1,RXRA,gene-gene,0.4579687899999999
NCOR1,RXRB,gene-gene,0.50682238
NCOR1,RXRG,gene-gene,0.571132798
NCOR1,THRA,gene-gene,0.297988714
NCOR2,RBPJ,gene-gene,0.38453995
NCOR2,RBPJL,gene-gene,0.38539977
NFATC1,BORCS8-MEF2B,gene-gene,0.256224974
NFATC1,CSF2,gene-gene,0.256431274
NFATC1,IFNG,gene-gene,0.2535811908
NFATC1,IL10,gene-gene,0.356185894
NFATC1,IL17D,gene-gene,0.218925558
NFATC1,IL2,gene-gene,0.294810802
NFATC1,IL4,gene-gene,0.2120821539999999
NFATC1,IL5,gene-gene,0.260815174
NFATC1,MEF2A,gene-gene,0.353617102
NFATC1,MEF2B,gene-gene,0.372168622
NFATC1,MEF2C,gene-gene,0.228306744
NFATC1,MEF2D,gene-gene,0.2143231949999999
NFATC1,NPPB,gene-gene,0.2439780026
NFATC1,PTGS2,gene-gene,0.356705126
NFATC1,TNF,gene-gene,0.621929722
NFATC2,BORCS8-MEF2B,gene-gene,0.417479726
NFATC2,CSF2,gene-gene,0.2722358319999999
NFATC2,EGR2,gene-gene,0.289803306
NFATC2,IFNG,gene-gene,0.323000342
NFATC2,IL10,gene-gene,0.2440071039999999
NFATC2,IL17D,gene-gene,0.455916176
NFATC2,IL5,gene-gene,0.248458346
NFATC2,MEF2A,gene-gene,0.4206385179999999
NFATC2,MEF2B,gene-gene,0.259412902
NFATC2,MEF2C,gene-gene,0.433697738
NFATC2,MEF2D,gene-gene,0.293287092
NFATC2,MYH7,gene-gene,0.2473979877199999
NFATC2,PTGS2,gene-gene,0.425799728
NFATC2,TNF,gene-gene,0.362675996
NFATC2,TRPC6,gene-gene,0.2005658083
NFATC3,BORCS8-MEF2B,gene-gene,0.254684226
NFATC3,CDK4,gene-gene,0.21274667
NFATC3,CSF2,gene-gene,0.374011588
NFATC3,EGR2,gene-gene,0.2168682888
NFATC3,IL10,gene-gene,0.342322238
NFATC3,IL17D,gene-gene,0.397051825
NFATC3,IL2,gene-gene,0.303458422
NFATC3,IL4,gene-gene,0.321531206
NFATC3,IL5,gene-gene,0.287116506
NFATC3,MEF2A,gene-gene,0.250688716
