node_num,node_name,node_type,outgoing_weight,incoming_weight,total_weight
1782,SOCS4,gene,1.455007072,1.7415311230000001,3.196538195
1783,SOCS5,gene,1.569474388,2.3434985228,3.9129729107999998
1784,SOCS6,gene,1.1573709034,1.643003056,2.8003739594
1785,SOCS7,gene,1.4415830431999999,1.6580804429999998,3.0996634862
1786,SOD2,gene,0.0,0.0,0.0
1787,SORBS1,gene,0.0,1.3831116860000001,1.3831116860000001
1788,SORT1,gene,0.0,0.0,0.0
1789,SOS1,gene,0.0,1.04418709444,1.04418709444
1790,SOS2,gene,0.0,0.71227905,0.71227905
1791,SOST,gene,0.0,0.0,0.0
1792,SOX17,gene,0.0,0.0,0.0
1793,SOX2,gene,0.0,0.0,0.0
1794,SOX9,gene,0.0,0.0,0.0
1795,SP1,gene,0.2417983932,1.2633925,1.5051908932
1796,SPHK1,gene,0.0,0.7360569899999999,0.7360569899999999
1797,SPHK2,gene,0.0,1.2879801579999999,1.2879801579999999
1798,SPOP,gene,0.2745610598,0.0,0.2745610598
1799,SPOPL,gene,0.2467042358,0.0,0.2467042358
1800,SPP1,gene,0.0,0.0,0.0
1801,SRC,gene,14.117178624,14.451672252,28.568850876
1802,SREBF1,gene,0.0,0.0,0.0
1803,SRF,gene,0.0,0.4568007362,0.4568007362
1804,SRSF1,gene,0.0,0.2550716474,0.2550716474
1805,SST,gene,0.0,0.0,0.0
1806,SSTR1,gene,0.0,0.0,0.0
1807,SSTR2,gene,0.0,0.0,0.0
1808,SSTR5,gene,0.0,0.0,0.0
1809,STAM,gene,0.0,0.0,0.0
1810,STAM2,gene,0.0,0.0,0.0
1811,STAT1,gene,11.5219282328,5.865232907599999,17.3871611404
1812,STAT2,gene,6.0615877762,3.6123803735999997,9.6739681498
1813,STAT3,gene,15.1174678866,5.8280425144,20.945510401
1814,STAT4,gene,5.4149939342,4.1521479482,9.5671418824
1815,STAT5A,gene,10.185376253,7.083036705,17.268412958
