source,target,type,weight,source_name,target_name
390,1344,gene-gene,0.2190554618,CREB5,PCK1
390,1345,gene-gene,0.240921544,CREB5,PCK2
390,1968,gene-gene,0.362535292,CREB5,VEGFA
390,1970,gene-gene,0.221486989,CREB5,VEGFC
390,391,gene-gene,0.244446408,CREB5,CREBBP
390,563,gene-gene,0.39079362,CREB5,EP300
390,1158,gene-gene,0.2185964467999999,CREB5,MAPK1
390,1165,gene-gene,0.260573755,CREB5,MAPK3
391,524,gene-gene,0.2105748908,CREBBP,EDN1
391,537,gene-gene,0.266599778,CREBBP,EGF
391,559,gene-gene,0.345347648,CREBBP,ENO1
391,563,gene-gene,0.2314126284,CREBBP,EP300
391,565,gene-gene,0.2039380583999999,CREBBP,EPO
391,632,gene-gene,0.2438234899999999,CREBBP,FLT1
391,681,gene-gene,0.2031502211999999,CREBBP,GAPDH
391,797,gene-gene,0.243612768,CREBBP,HIF1A
391,992,gene-gene,0.201811266,CREBBP,KAT2A
391,993,gene-gene,0.2515834732,CREBBP,KAT2B
391,1079,gene-gene,0.261978264,CREBBP,LEF1
391,1254,gene-gene,0.2482792609999999,CREBBP,NCOA1
391,1256,gene-gene,0.271966434,CREBBP,NCOA3
391,1291,gene-gene,0.212580393,CREBBP,NOS3
391,1344,gene-gene,0.2456151059999999,CREBBP,PCK1
391,1345,gene-gene,0.204976882,CREBBP,PCK2
391,1374,gene-gene,0.2171075139999999,CREBBP,PFKM
391,1624,gene-gene,0.3579056,CREBBP,RBPJ
391,1625,gene-gene,0.37263827,CREBBP,RBPJL
391,1687,gene-gene,0.628588438,CREBBP,RXRA
391,1688,gene-gene,0.443858978,CREBBP,RXRB
391,1689,gene-gene,0.493288322,CREBBP,RXRG
391,1713,gene-gene,0.223116699,CREBBP,SERPINE1
391,1811,gene-gene,0.281504164,CREBBP,STAT1
391,1812,gene-gene,0.226853688,CREBBP,STAT2
391,1813,gene-gene,0.453353384,CREBBP,STAT3
391,1814,gene-gene,0.291018292,CREBBP,STAT4
391,1815,gene-gene,0.283743354,CREBBP,STAT5A
391,1816,gene-gene,0.597280678,CREBBP,STAT5B
391,1817,gene-gene,0.2056331984,CREBBP,STAT6
391,1852,gene-gene,0.29948748,CREBBP,TCF7L2
391,1860,gene-gene,0.2176049234,CREBBP,TEK
391,1883,gene-gene,0.2305279186,CREBBP,THRA
391,1968,gene-gene,0.246999102,CREBBP,VEGFA
391,1255,gene-gene,0.420192314,CREBBP,NCOA2
391,1517,gene-gene,0.2264747437999999,CREBBP,PRKACB
392,393,gene-gene,0.4365492319999999,CRK,CRKL
392,538,gene-gene,0.315949836,CRK,EGFR
392,564,gene-gene,0.581502536,CRK,EPHA2
392,622,gene-gene,0.2261860259999999,CRK,FGFR1
392,623,gene-gene,0.4648541619999999,CRK,FGFR2
392,624,gene-gene,0.324205452,CRK,FGFR3
392,632,gene-gene,0.433457388,CRK,FLT1
392,635,gene-gene,0.31594325,CRK,FLT4
392,872,gene-gene,0.330779468,CRK,IGF1R
392,942,gene-gene,0.427462898,CRK,INSR
392,1010,gene-gene,0.299401478,CRK,KDR
392,1014,gene-gene,0.5140581340000001,CRK,KIT
392,1137,gene-gene,0.2003338079999999,CRK,MAP2K4
392,1159,gene-gene,0.373683656,CRK,MAPK10
392,1169,gene-gene,0.2911813079999999,CRK,MAPK8
392,1173,gene-gene,0.2864394179999999,CRK,MAPK9
392,1205,gene-gene,0.24104082,CRK,MET
392,1274,gene-gene,0.358888492,CRK,NGFR
392,1361,gene-gene,0.246781986,CRK,PDGFRA
392,1362,gene-gene,0.486167382,CRK,PDGFRB
392,1558,gene-gene,0.354375436,CRK,PTK2B
392,1860,gene-gene,0.471011138,CRK,TEK
393,1568,gene-gene,0.2319729167999999,CRKL,PXN
393,1596,gene-gene,0.2063620172,CRKL,RAPGEF1
393,1644,gene-gene,0.2168207165999999,CRKL,RHOQ
393,396,gene-gene,0.2016455709999999,CRKL,CSF1R
393,538,gene-gene,0.461806912,CRKL,EGFR
393,564,gene-gene,0.510507236,CRKL,EPHA2
393,622,gene-gene,0.23550108,CRKL,FGFR1
393,623,gene-gene,0.361775636,CRKL,FGFR2
393,625,gene-gene,0.290365318,CRKL,FGFR4
393,632,gene-gene,0.239190498,CRKL,FLT1
393,635,gene-gene,0.296730259,CRKL,FLT4
393,872,gene-gene,0.33562749,CRKL,IGF1R
393,942,gene-gene,0.2963499188,CRKL,INSR
393,1010,gene-gene,0.355939122,CRKL,KDR
393,1014,gene-gene,0.613766652,CRKL,KIT
393,1137,gene-gene,0.2305949648,CRKL,MAP2K4
393,1159,gene-gene,0.295000598,CRKL,MAPK10
393,1169,gene-gene,0.387636922,CRKL,MAPK8
393,1173,gene-gene,0.26033183,CRKL,MAPK9
393,1205,gene-gene,0.257661398,CRKL,MET
393,1274,gene-gene,0.28405649,CRKL,NGFR
393,1361,gene-gene,0.48304621,CRKL,PDGFRA
393,1362,gene-gene,0.612740044,CRKL,PDGFRB
393,1860,gene-gene,0.225805979,CRKL,TEK
395,396,gene-gene,0.275457982,CSF1,CSF1R
395,538,gene-gene,0.29244106,CSF1,EGFR
395,564,gene-gene,0.3197120652,CSF1,EPHA2
395,567,gene-gene,0.212664548,CSF1,ERBB2
395,568,gene-gene,0.2380520739999999,CSF1,ERBB3
395,623,gene-gene,0.28815084,CSF1,FGFR2
395,624,gene-gene,0.4043144608,CSF1,FGFR3
395,625,gene-gene,0.22328498,CSF1,FGFR4
395,872,gene-gene,0.366334044,CSF1,IGF1R
395,942,gene-gene,0.33693322,CSF1,INSR
395,1010,gene-gene,0.221664068,CSF1,KDR
395,1014,gene-gene,0.574484332,CSF1,KIT
395,1205,gene-gene,0.313931512,CSF1,MET
395,1274,gene-gene,0.2077679955999999,CSF1,NGFR
395,1318,gene-gene,0.378994928,CSF1,NTRK1
395,1319,gene-gene,0.2062611498,CSF1,NTRK2
395,1362,gene-gene,0.390880262,CSF1,PDGFRB
395,1860,gene-gene,0.265648342,CSF1,TEK
396,741,gene-gene,0.2425636739999999,CSF1R,GRB2
396,953,gene-gene,0.318711118,CSF1R,IRS1
396,1435,gene-gene,0.3066123739999999,CSF1R,PLCB1
396,1436,gene-gene,0.208164136,CSF1R,PLCB2
396,1437,gene-gene,0.367924194,CSF1R,PLCB3
396,1732,gene-gene,0.302580642,CSF1R,SHC1
396,1733,gene-gene,0.4328567,CSF1R,SHC2
396,1734,gene-gene,0.2275065859999999,CSF1R,SHC3
396,1735,gene-gene,0.296008704,CSF1R,SHC4
396,532,gene-gene,0.2246341046,CSF1R,EFNA1
396,533,gene-gene,0.3165859132,CSF1R,EFNA2
396,534,gene-gene,0.234426591,CSF1R,EFNA3
396,535,gene-gene,0.2429676124,CSF1R,EFNA4
396,536,gene-gene,0.355517376,CSF1R,EFNA5
396,571,gene-gene,0.2173777365999999,CSF1R,EREG
396,605,gene-gene,0.3184787619999999,CSF1R,FGF1
396,606,gene-gene,0.376137536,CSF1R,FGF10
396,607,gene-gene,0.287183744,CSF1R,FGF17
396,609,gene-gene,0.25346048,CSF1R,FGF19
396,610,gene-gene,0.454721852,CSF1R,FGF2
396,611,gene-gene,0.205221264,CSF1R,FGF20
396,614,gene-gene,0.223465526,CSF1R,FGF23
396,615,gene-gene,0.28023568,CSF1R,FGF3
396,617,gene-gene,0.3252243192,CSF1R,FGF5
396,618,gene-gene,0.2553458314,CSF1R,FGF6
396,619,gene-gene,0.200361124,CSF1R,FGF7
396,620,gene-gene,0.202221416,CSF1R,FGF8
396,621,gene-gene,0.36801541,CSF1R,FGF9
396,634,gene-gene,0.405231865,CSF1R,FLT3LG
396,871,gene-gene,0.216718452,CSF1R,IGF1
396,873,gene-gene,0.260077456,CSF1R,IGF2
396,939,gene-gene,0.2115264859999999,CSF1R,INS
396,1015,gene-gene,0.249506104,CSF1R,KITLG
396,1273,gene-gene,0.2294954092,CSF1R,NGF
396,1317,gene-gene,0.212005822,CSF1R,NTF4
396,1357,gene-gene,0.331120482,CSF1R,PDGFA
396,1358,gene-gene,0.249857694,CSF1R,PDGFB
396,1360,gene-gene,0.2735587906,CSF1R,PDGFD
396,1381,gene-gene,0.28785906,CSF1R,PGF
396,1867,gene-gene,0.2741976308,CSF1R,TGFA
396,1968,gene-gene,0.27540188,CSF1R,VEGFA
396,1969,gene-gene,0.270808956,CSF1R,VEGFB
396,1970,gene-gene,0.2388190508,CSF1R,VEGFC
397,538,gene-gene,0.34751413,CSF2,EGFR
397,1361,gene-gene,0.2092566189999999,CSF2,PDGFRA
397,1362,gene-gene,0.370742666,CSF2,PDGFRB
397,641,gene-gene,0.2349212976,CSF2,FOSB
397,642,gene-gene,0.3291572654,CSF2,FOSL1
397,990,gene-gene,0.2532436632,CSF2,JUN
397,991,gene-gene,0.259107594,CSF2,JUND
397,1264,gene-gene,0.256431274,CSF2,NFATC1
397,1265,gene-gene,0.2722358319999999,CSF2,NFATC2
397,1266,gene-gene,0.374011588,CSF2,NFATC3
397,1268,gene-gene,0.5942864400000001,CSF2,NFKB1
397,1631,gene-gene,0.248652432,CSF2,RELA
399,538,gene-gene,0.2230911567999999,CSF3,EGFR
399,1361,gene-gene,0.2142749662,CSF3,PDGFRA
399,1362,gene-gene,0.381974938,CSF3,PDGFRB
399,640,gene-gene,0.25044655,CSF3,FOS
399,641,gene-gene,0.268752846,CSF3,FOSB
399,990,gene-gene,0.2532762739999999,CSF3,JUN
399,991,gene-gene,0.209968568,CSF3,JUND
399,1268,gene-gene,0.508282576,CSF3,NFKB1
399,1631,gene-gene,0.233320574,CSF3,RELA
401,538,gene-gene,0.326623419,CSH1,EGFR
401,1362,gene-gene,0.348459658,CSH1,PDGFRB
402,538,gene-gene,0.251256372,CSH2,EGFR
402,1362,gene-gene,0.373724972,CSH2,PDGFRB
403,1811,gene-gene,0.278040192,CSN2,STAT1
403,1813,gene-gene,0.322722476,CSN2,STAT3
403,1815,gene-gene,0.2066605316,CSN2,STAT5A
403,1816,gene-gene,0.485469804,CSN2,STAT5B
415,416,gene-gene,0.357792128,CTBP1,CTBP2
415,783,gene-gene,0.4894961679999999,CTBP1,HDAC1
415,784,gene-gene,0.636597804,CTBP1,HDAC2
415,1079,gene-gene,0.219970234,CTBP1,LEF1
415,1624,gene-gene,0.22902714,CTBP1,RBPJ
415,1625,gene-gene,0.279578242,CTBP1,RBPJL
416,783,gene-gene,0.521709546,CTBP2,HDAC1
416,784,gene-gene,0.515314772,CTBP2,HDAC2
416,1624,gene-gene,0.2364793888,CTBP2,RBPJ
416,1625,gene-gene,0.3826053619999999,CTBP2,RBPJL
416,1852,gene-gene,0.2661549468,CTBP2,TCF7L2
417,538,gene-gene,0.377793206,CTF1,EGFR
417,1362,gene-gene,0.39812548,CTF1,PDGFRB
422,1883,gene-gene,0.2473510966,CTNNB1,THRA
427,572,gene-gene,0.519499492,CTSD,ESR1
427,573,gene-gene,0.267527278,CTSD,ESR2
427,1254,gene-gene,0.26791844,CTSD,NCOA1
427,1255,gene-gene,0.329607892,CTSD,NCOA2
427,1256,gene-gene,0.410921332,CTSD,NCOA3
431,709,gene-gene,0.208481359,CX3CR1,GNAI1
432,640,gene-gene,0.2390484379999999,CXCL1,FOS
432,990,gene-gene,0.2630187385999999,CXCL1,JUN
432,1268,gene-gene,0.460753768,CXCL1,NFKB1
433,991,gene-gene,0.219822526,CXCL10,JUND
433,1268,gene-gene,0.52503279,CXCL10,NFKB1
433,1811,gene-gene,0.323479798,CXCL10,STAT1
439,640,gene-gene,0.2665863426,CXCL2,FOS
439,1268,gene-gene,0.38166498,CXCL2,NFKB1
440,640,gene-gene,0.425734188,CXCL3,FOS
440,990,gene-gene,0.238871427,CXCL3,JUN
440,991,gene-gene,0.2113100089,CXCL3,JUND
440,1268,gene-gene,0.4074993779999999,CXCL3,NFKB1
440,1631,gene-gene,0.3930105456,CXCL3,RELA
441,640,gene-gene,0.2591936948,CXCL5,FOS
441,641,gene-gene,0.366115824,CXCL5,FOSB
441,642,gene-gene,0.334847268,CXCL5,FOSL1
441,990,gene-gene,0.2401968619999999,CXCL5,JUN
441,991,gene-gene,0.2247427972,CXCL5,JUND
441,1268,gene-gene,0.472473246,CXCL5,NFKB1
442,640,gene-gene,0.255828061,CXCL6,FOS
442,642,gene-gene,0.226475273,CXCL6,FOSL1
442,1268,gene-gene,0.414278994,CXCL6,NFKB1
443,640,gene-gene,0.21824274,CXCL8,FOS
443,642,gene-gene,0.26978775,CXCL8,FOSL1
443,990,gene-gene,0.264062066,CXCL8,JUN
443,1268,gene-gene,0.36156357,CXCL8,NFKB1
443,1631,gene-gene,0.342169874,CXCL8,RELA
446,1438,gene-gene,0.281171228,CXCR2,PLCB4
454,1464,gene-gene,0.2056083571999999,CYP27A1,PPARG
454,1687,gene-gene,0.725204394,CYP27A1,RXRA
454,1688,gene-gene,0.37459747,CYP27A1,RXRB
454,1689,gene-gene,0.529247112,CYP27A1,RXRG
455,1687,gene-gene,0.279764192,CYP7A1,RXRA
455,1688,gene-gene,0.358905348,CYP7A1,RXRB
455,1689,gene-gene,0.450405278,CYP7A1,RXRG
456,1687,gene-gene,0.6090537580000001,CYP8B1,RXRA
456,1688,gene-gene,0.516874442,CYP8B1,RXRB
456,1689,gene-gene,0.450966096,CYP8B1,RXRG
462,1643,gene-gene,0.2437199179999999,DAAM1,RHOA
465,1126,gene-gene,0.505523274,DAPP1,LYN
467,1462,gene-gene,0.2183058628,DBI,PPARA
467,1687,gene-gene,0.750131446,DBI,RXRA
467,1688,gene-gene,0.404530332,DBI,RXRB
467,1689,gene-gene,0.560894864,DBI,RXRG
472,1160,gene-gene,0.236149476,DDIT3,MAPK11
472,1161,gene-gene,0.268657216,DDIT3,MAPK12
472,1162,gene-gene,0.491018368,DDIT3,MAPK13
472,1163,gene-gene,0.556673608,DDIT3,MAPK14
475,640,gene-gene,0.316763932,DEFB4A,FOS
475,641,gene-gene,0.2359046779999999,DEFB4A,FOSB
475,642,gene-gene,0.218539934,DEFB4A,FOSL1
475,991,gene-gene,0.21856798,DEFB4A,JUND
475,1268,gene-gene,0.5201272880000001,DEFB4A,NFKB1
476,641,gene-gene,0.268821342,DEFB4B,FOSB
476,642,gene-gene,0.2214037546,DEFB4B,FOSL1
476,990,gene-gene,0.297490686,DEFB4B,JUN
476,1268,gene-gene,0.434786116,DEFB4B,NFKB1
476,1631,gene-gene,0.3224675,DEFB4B,RELA
478,1231,gene-gene,0.696898942,DEPTOR,MTOR
487,1163,gene-gene,0.514472226,DLG1,MAPK14
487,2011,gene-gene,0.2501826399999999,DLG1,ZAP70
495,555,gene-gene,0.2036171699999999,DOCK2,ELMO1
495,626,gene-gene,0.37060644,DOCK2,FGR
495,1126,gene-gene,0.640719336,DOCK2,LYN
495,1801,gene-gene,0.5250171800000001,DOCK2,SRC
505,1158,gene-gene,0.2559307979999999,DUSP1,MAPK1
505,1165,gene-gene,0.2359249849999999,DUSP1,MAPK3
506,1158,gene-gene,0.2427865554,DUSP10,MAPK1
506,1162,gene-gene,0.231727465,DUSP10,MAPK13
506,1163,gene-gene,0.46850277,DUSP10,MAPK14
506,1165,gene-gene,0.246931256,DUSP10,MAPK3
506,1169,gene-gene,0.261898488,DUSP10,MAPK8
506,1173,gene-gene,0.240083828,DUSP10,MAPK9
507,1159,gene-gene,0.282252464,DUSP16,MAPK10
507,1161,gene-gene,0.233659132,DUSP16,MAPK12
507,1162,gene-gene,0.306381826,DUSP16,MAPK13
507,1163,gene-gene,0.4262345892,DUSP16,MAPK14
507,1165,gene-gene,0.32459674,DUSP16,MAPK3
507,1169,gene-gene,0.203682588,DUSP16,MAPK8
508,1158,gene-gene,0.2253826762,DUSP2,MAPK1
508,1160,gene-gene,0.280971582,DUSP2,MAPK11
508,1162,gene-gene,0.317320516,DUSP2,MAPK13
508,1163,gene-gene,0.4138967919999999,DUSP2,MAPK14
508,1165,gene-gene,0.23691143,DUSP2,MAPK3
508,1169,gene-gene,0.2257263228,DUSP2,MAPK8
509,1158,gene-gene,0.2161373096,DUSP3,MAPK1
509,1163,gene-gene,0.605485352,DUSP3,MAPK14
509,1165,gene-gene,0.227410926,DUSP3,MAPK3
509,1169,gene-gene,0.3115457755999999,DUSP3,MAPK8
510,1158,gene-gene,0.264907936,DUSP4,MAPK1
510,1159,gene-gene,0.2091487788,DUSP4,MAPK10
510,1160,gene-gene,0.273655384,DUSP4,MAPK11
510,1162,gene-gene,0.247056398,DUSP4,MAPK13
510,1163,gene-gene,0.4623861459999999,DUSP4,MAPK14
510,1165,gene-gene,0.2519631634,DUSP4,MAPK3
510,1169,gene-gene,0.3073850139999999,DUSP4,MAPK8
510,1173,gene-gene,0.3705667828,DUSP4,MAPK9
511,1160,gene-gene,0.2306785734,DUSP5,MAPK11
511,1163,gene-gene,0.4119676399999999,DUSP5,MAPK14
511,1165,gene-gene,0.354348672,DUSP5,MAPK3
512,1158,gene-gene,0.284890904,DUSP6,MAPK1
512,1165,gene-gene,0.2625748068,DUSP6,MAPK3
513,1158,gene-gene,0.347088082,DUSP7,MAPK1
513,1159,gene-gene,0.343368212,DUSP7,MAPK10
513,1160,gene-gene,0.2253260334,DUSP7,MAPK11
513,1162,gene-gene,0.227210104,DUSP7,MAPK13
513,1163,gene-gene,0.5419778012,DUSP7,MAPK14
513,1165,gene-gene,0.2421569288,DUSP7,MAPK3
513,1173,gene-gene,0.328277382,DUSP7,MAPK9
514,1158,gene-gene,0.350099334,DUSP8,MAPK1
514,1159,gene-gene,0.2031546628,DUSP8,MAPK10
514,1162,gene-gene,0.2465395228,DUSP8,MAPK13
514,1163,gene-gene,0.52432023,DUSP8,MAPK14
514,1165,gene-gene,0.2472488551999999,DUSP8,MAPK3
514,1169,gene-gene,0.2464665479999999,DUSP8,MAPK8
514,1173,gene-gene,0.236243274,DUSP8,MAPK9
520,572,gene-gene,0.584889506,EBAG9,ESR1
520,573,gene-gene,0.3179435408,EBAG9,ESR2
520,1254,gene-gene,0.252939192,EBAG9,NCOA1
520,1255,gene-gene,0.273674166,EBAG9,NCOA2
520,1256,gene-gene,0.3289953359999999,EBAG9,NCOA3
524,563,gene-gene,0.2041120686,EDN1,EP300
524,990,gene-gene,0.265014716,EDN1,JUN
524,1219,gene-gene,0.316514064,EDN1,MMP2
524,1222,gene-gene,0.288055934,EDN1,MMP9
524,1268,gene-gene,0.374622644,EDN1,NFKB1
524,1631,gene-gene,0.237034914,EDN1,RELA
530,1520,gene-gene,0.266526608,EEF2K,PRKAG2
530,1526,gene-gene,0.2655412179999999,EEF2K,PRKCA
532,538,gene-gene,0.383237712,EFNA1,EGFR
532,564,gene-gene,0.632892148,EFNA1,EPHA2
532,567,gene-gene,0.257802092,EFNA1,ERBB2
532,569,gene-gene,0.377453128,EFNA1,ERBB4
532,623,gene-gene,0.572827596,EFNA1,FGFR2
532,624,gene-gene,0.2885312028,EFNA1,FGFR3
532,632,gene-gene,0.291903648,EFNA1,FLT1
532,633,gene-gene,0.37693629,EFNA1,FLT3
532,635,gene-gene,0.293915224,EFNA1,FLT4
532,1010,gene-gene,0.335813608,EFNA1,KDR
532,1014,gene-gene,0.475263166,EFNA1,KIT
532,1205,gene-gene,0.343166898,EFNA1,MET
532,1319,gene-gene,0.370243742,EFNA1,NTRK2
532,1362,gene-gene,0.337500588,EFNA1,PDGFRB
533,538,gene-gene,0.34251814,EFNA2,EGFR
533,564,gene-gene,0.444234482,EFNA2,EPHA2
533,567,gene-gene,0.261785022,EFNA2,ERBB2
533,568,gene-gene,0.2752005,EFNA2,ERBB3
533,569,gene-gene,0.2303374046,EFNA2,ERBB4
533,623,gene-gene,0.468521516,EFNA2,FGFR2
533,624,gene-gene,0.2344202279999999,EFNA2,FGFR3
533,625,gene-gene,0.296535022,EFNA2,FGFR4
533,633,gene-gene,0.2415295146,EFNA2,FLT3
533,635,gene-gene,0.3057595039999999,EFNA2,FLT4
533,872,gene-gene,0.2680850019999999,EFNA2,IGF1R
533,942,gene-gene,0.3560236639999999,EFNA2,INSR
533,1010,gene-gene,0.221711698,EFNA2,KDR
533,1014,gene-gene,0.4688774708,EFNA2,KIT
533,1318,gene-gene,0.297000312,EFNA2,NTRK1
533,1361,gene-gene,0.2553353708,EFNA2,PDGFRA
533,1362,gene-gene,0.392779356,EFNA2,PDGFRB
533,1860,gene-gene,0.3074448959999999,EFNA2,TEK
534,538,gene-gene,0.316851404,EFNA3,EGFR
534,564,gene-gene,0.546632808,EFNA3,EPHA2
534,567,gene-gene,0.2417211399999999,EFNA3,ERBB2
534,568,gene-gene,0.2660363092,EFNA3,ERBB3
534,569,gene-gene,0.35814239,EFNA3,ERBB4
534,622,gene-gene,0.2461261664,EFNA3,FGFR1
534,623,gene-gene,0.416284512,EFNA3,FGFR2
534,624,gene-gene,0.232340292,EFNA3,FGFR3
534,633,gene-gene,0.232861858,EFNA3,FLT3
534,872,gene-gene,0.3543698148,EFNA3,IGF1R
534,942,gene-gene,0.2445359852,EFNA3,INSR
534,1010,gene-gene,0.34937352,EFNA3,KDR
534,1014,gene-gene,0.4141057352,EFNA3,KIT
534,1205,gene-gene,0.388166708,EFNA3,MET
534,1274,gene-gene,0.30483852,EFNA3,NGFR
534,1361,gene-gene,0.2839829619999999,EFNA3,PDGFRA
534,1362,gene-gene,0.496763316,EFNA3,PDGFRB
534,1860,gene-gene,0.3173852704,EFNA3,TEK
535,538,gene-gene,0.296991332,EFNA4,EGFR
535,564,gene-gene,0.489981652,EFNA4,EPHA2
535,567,gene-gene,0.294345887,EFNA4,ERBB2
535,569,gene-gene,0.204550146,EFNA4,ERBB4
535,623,gene-gene,0.42270135,EFNA4,FGFR2
535,624,gene-gene,0.2344870112,EFNA4,FGFR3
535,632,gene-gene,0.2892166646,EFNA4,FLT1
535,633,gene-gene,0.282255952,EFNA4,FLT3
535,635,gene-gene,0.24505238,EFNA4,FLT4
535,872,gene-gene,0.2815760188,EFNA4,IGF1R
535,942,gene-gene,0.2730655119999999,EFNA4,INSR
535,1010,gene-gene,0.2464342768,EFNA4,KDR
535,1014,gene-gene,0.386013578,EFNA4,KIT
535,1205,gene-gene,0.245969622,EFNA4,MET
535,1274,gene-gene,0.2198843312,EFNA4,NGFR
535,1318,gene-gene,0.26514878,EFNA4,NTRK1
535,1361,gene-gene,0.285160286,EFNA4,PDGFRA
535,1362,gene-gene,0.375828216,EFNA4,PDGFRB
535,1860,gene-gene,0.28416808,EFNA4,TEK
536,538,gene-gene,0.324323584,EFNA5,EGFR
536,564,gene-gene,0.596591982,EFNA5,EPHA2
536,567,gene-gene,0.271328754,EFNA5,ERBB2
536,622,gene-gene,0.238667362,EFNA5,FGFR1
536,623,gene-gene,0.354614022,EFNA5,FGFR2
536,624,gene-gene,0.252744133,EFNA5,FGFR3
536,625,gene-gene,0.2582638986,EFNA5,FGFR4
536,632,gene-gene,0.261370802,EFNA5,FLT1
536,633,gene-gene,0.357106538,EFNA5,FLT3
536,635,gene-gene,0.35613075,EFNA5,FLT4
536,872,gene-gene,0.239611525,EFNA5,IGF1R
536,942,gene-gene,0.29145445,EFNA5,INSR
536,1010,gene-gene,0.2841161829999999,EFNA5,KDR
536,1014,gene-gene,0.6305256220000001,EFNA5,KIT
536,1205,gene-gene,0.3233239099999999,EFNA5,MET
536,1274,gene-gene,0.2119510164,EFNA5,NGFR
536,1318,gene-gene,0.2558041464,EFNA5,NTRK1
536,1319,gene-gene,0.2827232908,EFNA5,NTRK2
536,1361,gene-gene,0.2183496948,EFNA5,PDGFRA
536,1362,gene-gene,0.342753274,EFNA5,PDGFRB
536,1860,gene-gene,0.320542448,EFNA5,TEK
537,538,gene-gene,0.467433908,EGF,EGFR
537,564,gene-gene,0.464453456,EGF,EPHA2
537,567,gene-gene,0.236401806,EGF,ERBB2
537,568,gene-gene,0.2404315194,EGF,ERBB3
537,623,gene-gene,0.43743845,EGF,FGFR2
537,624,gene-gene,0.254844752,EGF,FGFR3
537,625,gene-gene,0.256387178,EGF,FGFR4
537,633,gene-gene,0.286734012,EGF,FLT3
537,635,gene-gene,0.311317352,EGF,FLT4
537,872,gene-gene,0.285696622,EGF,IGF1R
537,908,gene-gene,0.2051018,EGF,IL20RB
537,927,gene-gene,0.2342276102,EGF,IL6R
537,930,gene-gene,0.2082700484,EGF,IL7R
537,942,gene-gene,0.254000782,EGF,INSR
537,1010,gene-gene,0.272559338,EGF,KDR
537,1014,gene-gene,0.580281686,EGF,KIT
537,1205,gene-gene,0.3199798219999999,EGF,MET
537,1230,gene-gene,0.329764898,EGF,MST1R
537,1274,gene-gene,0.3329082628,EGF,NGFR
537,1318,gene-gene,0.2558918659999999,EGF,NTRK1
537,1319,gene-gene,0.24542415,EGF,NTRK2
537,1320,gene-gene,0.252454472,EGF,NTRK3
537,1362,gene-gene,0.50782128,EGF,PDGFRB
537,1634,gene-gene,0.2761393772,EGF,RET
537,563,gene-gene,0.43357861,EGF,EP300
537,797,gene-gene,0.344294822,EGF,HIF1A
538,670,gene-gene,0.39078355,EGFR,GAB1
538,671,gene-gene,0.417318364,EGFR,GAB2
538,741,gene-gene,0.396304908,EGFR,GRB2
538,953,gene-gene,0.4254208119999999,EGFR,IRS1
538,986,gene-gene,0.3400414568,EGFR,JAK1
538,987,gene-gene,0.3640250432,EGFR,JAK2
538,988,gene-gene,0.439745084,EGFR,JAK3
538,1134,gene-gene,0.404073126,EGFR,MAP2K1
538,1135,gene-gene,0.5039634709999999,EGFR,MAP2K2
538,1158,gene-gene,0.37773579,EGFR,MAPK1
538,1165,gene-gene,0.310558118,EGFR,MAPK3
538,1253,gene-gene,0.295151914,EGFR,NCK2
538,1396,gene-gene,0.546823632,EGFR,PIK3CA
538,1397,gene-gene,0.462018814,EGFR,PIK3CB
538,1398,gene-gene,0.3843379759999999,EGFR,PIK3CD
538,1400,gene-gene,0.272838604,EGFR,PIK3R1
538,1401,gene-gene,0.636246002,EGFR,PIK3R2
538,1402,gene-gene,0.4509811239999999,EGFR,PIK3R3
538,1435,gene-gene,0.336921358,EGFR,PLCB1
538,1436,gene-gene,0.4556909859999999,EGFR,PLCB2
538,1437,gene-gene,0.4633392580000001,EGFR,PLCB3
538,1438,gene-gene,0.37027455,EGFR,PLCB4
538,1443,gene-gene,0.541272742,EGFR,PLCG1
538,1444,gene-gene,0.433632364,EGFR,PLCG2
538,1560,gene-gene,0.242088636,EGFR,PTPN11
538,1732,gene-gene,0.370169327,EGFR,SHC1
538,1733,gene-gene,0.562140618,EGFR,SHC2
538,1734,gene-gene,0.50105764,EGFR,SHC3
538,1735,gene-gene,0.343685022,EGFR,SHC4
538,1801,gene-gene,0.5853716600000001,EGFR,SRC
538,1815,gene-gene,0.54562166,EGFR,STAT5A
538,1816,gene-gene,0.609734452,EGFR,STAT5B
538,1951,gene-gene,0.473128536,EGFR,TYK2
538,565,gene-gene,0.277831204,EGFR,EPO
538,571,gene-gene,0.469794066,EGFR,EREG
538,605,gene-gene,0.392569412,EGFR,FGF1
538,606,gene-gene,0.3987732499999999,EGFR,FGF10
538,607,gene-gene,0.343773708,EGFR,FGF17
538,608,gene-gene,0.344119754,EGFR,FGF18
538,609,gene-gene,0.411778576,EGFR,FGF19
538,610,gene-gene,0.611164944,EGFR,FGF2
538,611,gene-gene,0.308601394,EGFR,FGF20
538,612,gene-gene,0.334779618,EGFR,FGF21
538,613,gene-gene,0.461465862,EGFR,FGF22
538,614,gene-gene,0.28228221,EGFR,FGF23
538,615,gene-gene,0.330178308,EGFR,FGF3
538,616,gene-gene,0.406349862,EGFR,FGF4
538,617,gene-gene,0.44671512,EGFR,FGF5
538,618,gene-gene,0.284373252,EGFR,FGF6
538,619,gene-gene,0.4264239359999999,EGFR,FGF7
538,620,gene-gene,0.334847672,EGFR,FGF8
