source,target,type,weight,source_name,target_name
690,1362,gene-gene,0.397103388,GDNF,PDGFRB
690,1634,gene-gene,0.2386545659999999,GDNF,RET
691,1811,gene-gene,0.2433397486,GFAP,STAT1
691,1812,gene-gene,0.2215603799999999,GFAP,STAT2
691,1815,gene-gene,0.275491054,GFAP,STAT5A
691,1816,gene-gene,0.3669031379999999,GFAP,STAT5B
691,1817,gene-gene,0.2690316604,GFAP,STAT6
692,1362,gene-gene,0.401066852,GH1,PDGFRB
693,988,gene-gene,0.2013902956,GH2,JAK3
693,1362,gene-gene,0.537205126,GH2,PDGFRB
699,1464,gene-gene,0.2910879469999999,GK2,PPARG
699,1687,gene-gene,0.4697637200000001,GK2,RXRA
699,1688,gene-gene,0.436616218,GK2,RXRB
699,1689,gene-gene,0.6633488919999999,GK2,RXRG
700,1548,gene-gene,0.2009325259999999,GLI1,PTCH1
700,1549,gene-gene,0.2163924739999999,GLI1,PTCH2
700,1828,gene-gene,0.2050322732,GLI1,SUFU
700,1516,gene-gene,0.2434995755999999,GLI1,PRKACA
700,1517,gene-gene,0.2222905735999999,GLI1,PRKACB
700,1798,gene-gene,0.2745610598,GLI1,SPOP
701,1013,gene-gene,0.36707848,GLI2,KIF7
701,1548,gene-gene,0.208851599,GLI2,PTCH1
701,1856,gene-gene,0.20475509,GLI2,TEAD2
702,1549,gene-gene,0.211574087588,GLI3,PTCH2
702,1517,gene-gene,0.2039846867999999,GLI3,PRKACB
702,1799,gene-gene,0.2467042358,GLI3,SPOPL
704,1438,gene-gene,0.2167666302,GNA11,PLCB4
706,1643,gene-gene,0.230256018,GNA13,RHOA
709,716,gene-gene,0.24871348,GNAI1,GNB1
709,811,gene-gene,0.324704792,GNAI1,HRAS
709,1003,gene-gene,0.2168974622,GNAI1,KCNJ9
709,1126,gene-gene,0.4835387439999999,GNAI1,LYN
709,1291,gene-gene,0.219538835,GNAI1,NOS3
