hidden_layers,learning_rate,dropout_input,dropout_hidden,val_loss,test_loss
[8192, 8192, 1],0.0001,0.0,0.0,177.9785614013672,391.4609069824219
[8192, 8192, 1],0.0001,0.0,0.0,175.84078979492188,387.77099609375
[8192, 8192, 1],0.0001,0.0,0.0,174.84732055664062,402.599853515625
[8192, 8192, 1],0.0001,0.0,0.0,172.6219482421875,405.4379577636719
[8192, 8192, 1],0.0001,0.2,0.5,79.1243667602539,223.83287048339844
[8192, 8192, 1],0.0001,0.2,0.5,87.66722106933594,241.58236694335938
[8192, 8192, 1],0.0001,0.2,0.5,81.38783264160156,219.89060974121094
[8192, 8192, 1],0.0001,0.2,0.5,85.89320373535156,240.69642639160156
[8192, 8192, 1],1e-05,0.0,0.0,100.89155578613281,269.6813049316406
[8192, 8192, 1],1e-05,0.0,0.0,101.80298614501953,269.2799072265625
[8192, 8192, 1],1e-05,0.0,0.0,103.67613220214844,271.8395080566406
[8192, 8192, 1],1e-05,0.0,0.0,104.36731719970703,273.1148681640625
[8192, 8192, 1],1e-05,0.2,0.5,168.7617645263672,239.91627502441406
[8192, 8192, 1],1e-05,0.2,0.5,164.87782287597656,242.54608154296875
[8192, 8192, 1],1e-05,0.2,0.5,168.83164978027344,241.3582305908203
[8192, 8192, 1],1e-05,0.2,0.5,166.15695190429688,241.40919494628906
[4096, 4096, 1],0.001,0.0,0.0,42.99063491821289,238.93113708496094
[4096, 4096, 1],0.001,0.0,0.0,52.79159927368164,260.69970703125
[4096, 4096, 1],0.001,0.0,0.0,52.41199493408203,265.05859375
[4096, 4096, 1],0.001,0.0,0.0,43.059024810791016,239.095458984375
[4096, 4096, 1],0.0001,0.0,0.0,104.17298126220703,266.11187744140625
[4096, 4096, 1],0.0001,0.0,0.0,101.6211929321289,250.7765350341797
[4096, 4096, 1],0.0001,0.0,0.0,100.72257995605469,259.2751770019531
[4096, 4096, 1],0.0001,0.0,0.0,105.13880157470703,270.20098876953125
[4096, 4096, 1],0.0001,0.2,0.5,77.66092681884766,220.88885498046875
[4096, 4096, 1],0.0001,0.2,0.5,81.18107604980469,220.66207885742188
[4096, 4096, 1],0.0001,0.2,0.5,84.1539077758789,253.21755981445312
[4096, 4096, 1],0.0001,0.2,0.5,83.14447784423828,241.53411865234375
[4096, 4096, 1],1e-05,0.0,0.0,146.89271545410156,249.620849609375
[4096, 4096, 1],1e-05,0.0,0.0,145.5543975830078,247.98880004882812
[4096, 4096, 1],1e-05,0.0,0.0,146.12176513671875,250.25
[4096, 4096, 1],1e-05,0.0,0.0,145.52960205078125,249.50323486328125
[4096, 4096, 1],1e-05,0.2,0.5,152.62844848632812,244.4266815185547
[4096, 4096, 1],1e-05,0.2,0.5,155.8336181640625,244.53697204589844
[4096, 4096, 1],1e-05,0.2,0.5,153.59823608398438,244.0916290283203
[4096, 4096, 1],1e-05,0.2,0.5,151.46676635742188,243.24349975585938
[2048, 2048, 1],0.001,0.0,0.0,53.51189422607422,235.87234497070312
[2048, 2048, 1],0.001,0.0,0.0,54.45790481567383,254.0102996826172
[2048, 2048, 1],0.001,0.0,0.0,54.47166442871094,253.02780151367188
[2048, 2048, 1],0.001,0.0,0.0,54.552490234375,237.0298614501953
[2048, 2048, 1],0.001,0.2,0.5,147.34934997558594,264.0969543457031
[2048, 2048, 1],0.001,0.2,0.5,152.8722381591797,255.8448028564453
[2048, 2048, 1],0.001,0.2,0.5,156.8588409423828,247.34620666503906
[2048, 2048, 1],0.001,0.2,0.5,148.89894104003906,263.0431213378906
[2048, 2048, 1],0.0001,0.0,0.0,61.461936950683594,233.46484375
[2048, 2048, 1],0.0001,0.0,0.0,67.57679748535156,245.56982421875
[2048, 2048, 1],0.0001,0.0,0.0,65.80126190185547,242.55813598632812
[2048, 2048, 1],0.0001,0.0,0.0,63.22905731201172,228.4906463623047
[2048, 2048, 1],0.0001,0.2,0.5,92.10870361328125,222.1851043701172
[2048, 2048, 1],0.0001,0.2,0.5,99.5217514038086,250.1271209716797
[2048, 2048, 1],0.0001,0.2,0.5,99.48277282714844,246.06002807617188
[2048, 2048, 1],0.0001,0.2,0.5,92.12984466552734,223.55743408203125
[2048, 2048, 1],1e-05,0.0,0.0,152.26759338378906,254.6562042236328
[2048, 2048, 1],1e-05,0.0,0.0,148.9882354736328,253.5220184326172
[2048, 2048, 1],1e-05,0.0,0.0,148.94517517089844,250.83871459960938
[2048, 2048, 1],1e-05,0.0,0.0,150.02598571777344,254.7650909423828
[2048, 2048, 1],1e-05,0.2,0.5,161.00701904296875,236.85589599609375
[2048, 2048, 1],1e-05,0.2,0.5,157.83319091796875,239.14761352539062
[2048, 2048, 1],1e-05,0.2,0.5,162.43807983398438,236.93746948242188
[2048, 2048, 1],1e-05,0.2,0.5,157.9121856689453,237.8032989501953
[8192, 4096, 1],0.001,0.0,0.0,46.511802673339844,240.3125
[8192, 4096, 1],0.001,0.0,0.0,56.634769439697266,264.0425720214844
[8192, 4096, 1],0.001,0.0,0.0,47.714027404785156,238.9087677001953
[8192, 4096, 1],0.001,0.0,0.0,55.1293830871582,267.6102600097656
[8192, 4096, 1],0.001,0.2,0.5,217.59703063964844,286.9533386230469
[8192, 4096, 1],0.001,0.2,0.5,215.0697479248047,287.7850646972656
[8192, 4096, 1],0.001,0.2,0.5,215.11834716796875,286.09710693359375
[8192, 4096, 1],0.001,0.2,0.5,214.5584716796875,282.1163330078125
[8192, 4096, 1],0.0001,0.0,0.0,61.7123908996582,248.5173797607422
[8192, 4096, 1],0.0001,0.0,0.0,54.77791213989258,241.31922912597656
[8192, 4096, 1],0.0001,0.0,0.0,60.346946716308594,251.7823028564453
[8192, 4096, 1],0.0001,0.0,0.0,55.66757583618164,238.8356170654297
[8192, 4096, 1],0.0001,0.2,0.5,68.62804412841797,222.727294921875
[8192, 4096, 1],0.0001,0.2,0.5,70.71361541748047,226.6944122314453
[8192, 4096, 1],0.0001,0.2,0.5,73.75875854492188,249.07034301757812
[8192, 4096, 1],0.0001,0.2,0.5,74.25238800048828,247.11248779296875
[8192, 4096, 1],1e-05,0.0,0.0,104.59552764892578,262.0436706542969
[8192, 4096, 1],1e-05,0.0,0.0,105.82795715332031,264.52154541015625
