hidden_layers,learning_rate,dropout_input,dropout_hidden,val_loss,test_loss
[8192, 4096],0.1,0.0,0.0,107.44001007080078,310.6412353515625
[8192, 4096],0.1,0.2,0.5,103.62616729736328,278.32904052734375
[8192, 4096],0.001,0.0,0.0,349.40106201171875,330.68597412109375
[8192, 4096],0.001,0.2,0.5,349.2179260253906,330.7115173339844
[8192, 4096],1e-05,0.0,0.0,509.9591064453125,419.3072509765625
[8192, 4096],1e-05,0.2,0.5,510.1212463378906,419.36834716796875
[2048, 1024],0.1,0.0,0.0,87.96726989746094,307.1749267578125
[2048, 1024],0.1,0.2,0.5,157.67555236816406,337.82708740234375
[2048, 1024],0.001,0.0,0.0,308.01690673828125,302.1439208984375
[2048, 1024],0.001,0.2,0.5,305.7042541503906,300.2797546386719
[2048, 1024],1e-05,0.0,0.0,509.8128967285156,419.2119445800781
[2048, 1024],1e-05,0.2,0.5,509.9861145019531,419.2928161621094
[8192, 4096, 2048],0.001,0.0,0.0,152.6711883544922,279.8163146972656
[8192, 4096, 2048],0.001,0.2,0.5,135.43589782714844,288.1878967285156
[8192, 4096, 2048],1e-05,0.0,0.0,509.4960021972656,419.16973876953125
[8192, 4096, 2048],1e-05,0.2,0.5,509.4746398925781,419.12005615234375
[4096, 2048, 1024],0.001,0.0,0.0,177.04771423339844,304.0095520019531
[4096, 2048, 1024],0.001,0.2,0.5,111.33839416503906,270.05865478515625
[4096, 2048, 1024],1e-05,0.0,0.0,509.063232421875,419.04461669921875
[4096, 2048, 1024],1e-05,0.2,0.5,509.12451171875,419.0920715332031
