gene_idx,gene_name,degree
705,GNA12,0.3757894913081373
706,GNA13,0.8765316239999403
707,GNA14,0.9165486232543206
708,GNA15,0.7009963020367408
709,GNAI1,17.865944184145995
710,GNAI2,16.801663588954003
711,GNAI3,13.524025818292001
712,GNAL,0.05261862863032508
713,GNAO1,4.764437583979999
714,GNAQ,3.190210220360567
715,GNAS,4.027976716562998
716,GNB1,4.895685317509412
717,GNB2,5.117086327692503
718,GNB3,4.231346063292752
719,GNB4,5.110167926137146
720,GNB5,4.802446569205145
721,GNG10,4.5162004770313455
722,GNG11,5.104122680748137
723,GNG12,4.708926537056021
724,GNG13,4.113879745258468
725,GNG2,4.117553260785779
726,GNG3,5.143229468219178
727,GNG4,4.002191622922032
728,GNG5,4.9581330056741235
729,GNG7,4.964278887084775
730,GNG8,4.345303071961043
731,GNGT1,5.213667042245045
732,GNGT2,5.051398042843001
733,GNRH1,2.7206180770794e-06
734,GNRH2,0.0230830775123666
735,GNRHR,0.07932989230775478
736,GPER1,0.0814434447859999
737,GPR161,0.019916199841944413
738,GPRC6A,0.6655565379999999
739,GRAP2,0.026596478068356598
740,GRB10,1.075211258
741,GRB2,12.475652167980003
742,GREM1,0.09820124031798562
743,GREM2,0.08734379416943426
744,GRIA1,0.18787183654
745,GRIA2,0.07709515756
746,GRIA4,0.063972773108
747,GRIN1,0.13027834422
748,GRIN2A,0.184952780674
749,GRIN2B,0.129792309984
750,GRIN2C,0.11850253609
751,GRIN2D,0.055422743570999994
752,GRIN3A,0.1207049743219998
753,GRIN3B,0.119648734819
754,GRK1,0.10604520946051699
755,GRK2,0.2615692014342288
756,GRK3,0.22310154097580037
757,GRK4,0.09070752973131808
758,GRK5,0.07920817136068065
759,GRK6,0.16483112574985084
760,GRK7,0.10735761030513088
761,GRM1,0.7114433568307112
762,GRM2,0.8728571461486488
763,GRM3,0.753655528496219
764,GRM4,0.8397356629996908
765,GRM5,0.6476890668684714
766,GRM6,0.6062002483811763
767,GRM7,0.6067391953170499
768,GRM8,0.8082700192550362
769,GSDMD,0.04589645052237966
770,GSK3A,0.4544514759999999
771,GSK3B,1.3907015054668275
772,GTF2I,0.0078586672132185
773,GTF2IRD1,0.025581886637113707
774,GTSE1,0.2291966559999999
775,GYS1,1.0191081301699618
776,GYS2,1.3362706132851099
777,HAMP,0.0453494243149232
778,HBEGF,0.8869847867999998
779,HCAR1,0.442795002212395
780,HCAR2,0.4392492957808101
781,HCAR3,0.33131670520617407
782,HCK,2.8116438484599997
783,HDAC1,12.161853759999998
784,HDAC2,11.72988782
785,HDAC3,6.0160479659999995
786,HDAC4,3.085915338
787,HDAC5,0.8306773621999999
788,HES1,0.30839542774
789,HES5,0.4358683299999999
790,HEY1,0.4201878762
791,HEY2,0.2672609708
792,HEYL,0.33280852439999986
793,HGF,7.430196444599999
794,HHAT,1.3467088193635225e-06
795,HHATL,1.3467088193635225e-06
796,HHIP,0.3768278849393395
797,HIF1A,14.634246523426
798,HJV,0.14494747522093163
799,HK1,0.4916556424747349
800,HK2,0.7914983304668072
801,HK3,0.5652919326631342
802,HKDC1,0.4459529382288212
803,HMGCR,1.1208053203399997
804,HMGCS1,1.584624224
805,HMGCS2,1.4930896483999998
806,HMOX1,0.5110918687999999
807,HNF4A,0.2318477135574123
808,HOMER1,1.251538267198724
809,HOMER2,0.757277561503472
810,HOMER3,1.1016972991186806
811,HRAS,16.26911074565999
812,HRC,0.09276902856659908
813,HRH1,0.0087727299732069
814,HRH2,0.023333833138085014
815,HSP90AA1,0.8545321350053061
816,HSP90AB1,0.7730486376430644
817,HSP90B1,0.520839218554227
818,HSPA1A,0.5556150235999999
819,HSPA1B,0.345776296
820,HSPA1L,0.4800368873
821,HSPA2,0.4590610139
822,HSPA6,0.4809140615799999
823,HSPA8,1.2730743807999998
824,HSPB1,0.5411107822000001
825,HTR1A,0.4704168938437295
826,HTR1B,0.31868048030958895
827,HTR1D,0.40842120552298644
828,HTR1E,0.3965059156670902
829,HTR1F,0.2695254249330205
830,HTR2A,0.0028985635614095307
831,HTR2B,0.022939086873726415
832,HTR4,0.19622901280967073
833,HTR5A,0.0645381751376595
834,HTR6,0.09019367507461834
835,HTR7,0.12256915013093321
836,IBSP,0.3468117324881867
837,ICAM1,0.91823584128
838,ICOS,1.0100946368
839,ID1,0.3238925873956488
840,ID2,0.007424737415150664
841,ID3,0.0331093560554458
842,ID4,0.05299519614154706
843,IFI16,0.0297850421371132
844,IFIH1,0.00018112352797274204
845,IFNA1,3.513548096397999
846,IFNA10,4.873472401796798
847,IFNA13,4.589720486528
848,IFNA14,5.448482831120001
849,IFNA16,5.501876098735999
850,IFNA17,5.259794856679999
851,IFNA2,4.5862384858392
852,IFNA21,3.917961108193999
853,IFNA4,4.969782877603999
854,IFNA5,4.289086790939999
855,IFNA6,5.0561918628267986
856,IFNA7,5.209851667410001
857,IFNA8,4.721894761659999
858,IFNAR1,4.014401271402236
859,IFNAR2,3.928317767948343
860,IFNB1,4.297206837101999
861,IFNE,4.07561266623
