hidden_layers,learning_rate,dropout_input,dropout_hidden,val_loss,test_loss
[8192, 4096],0.1,0.0,0.0,109.4386215209961,319.0733337402344
[8192, 4096],0.1,0.2,0.5,106.19184112548828,277.2994384765625
[8192, 4096],0.001,0.0,0.0,323.7536315917969,348.4867858886719
[8192, 4096],0.001,0.2,0.5,323.6467590332031,348.4816589355469
[8192, 4096],1e-05,0.0,0.0,470.23516845703125,437.0264587402344
[8192, 4096],1e-05,0.2,0.5,470.4346008300781,437.11187744140625
[2048, 1024],0.1,0.0,0.0,91.67582702636719,294.393310546875
[2048, 1024],0.1,0.2,0.5,161.8287811279297,315.5465393066406
[2048, 1024],0.001,0.0,0.0,288.52587890625,318.12353515625
[2048, 1024],0.001,0.2,0.5,285.5882568359375,316.12408447265625
[2048, 1024],1e-05,0.0,0.0,470.0836486816406,436.9690246582031
[2048, 1024],1e-05,0.2,0.5,470.2791442871094,437.04266357421875
[8192, 4096, 2048],0.001,0.0,0.0,149.76849365234375,271.5682067871094
[8192, 4096, 2048],0.001,0.2,0.5,138.03842163085938,277.0694274902344
[8192, 4096, 2048],1e-05,0.0,0.0,469.7324523925781,436.8630676269531
[8192, 4096, 2048],1e-05,0.2,0.5,469.74560546875,436.84130859375
[4096, 2048, 1024],0.001,0.0,0.0,180.298095703125,302.8179016113281
[4096, 2048, 1024],0.001,0.2,0.5,121.24523162841797,264.5339660644531
[4096, 2048, 1024],1e-05,0.0,0.0,469.2991943359375,436.7096862792969
[4096, 2048, 1024],1e-05,0.2,0.5,469.3449401855469,436.76214599609375
